Exemplar_Size,Method,Task 2,Task 3,Task 4,Task 5
All Exemplars,FeTrIL,0.8744116268650186,0.46073195699810293,0.12985804787529387,0.0066124327617292835
All Exemplars,DDGR,0.3429204436296639,0.2089218580867709,0.17331228053556685,0.13602464310898937
All Exemplars,VAE_BBox,0.8129563680434976,0.5765425192057761,0.42468471018135734,0.3128619917545263
All Exemplars,VAE_Filter,0.8248660419869177,0.5544825851271138,0.4123872488112183,0.3100696647279869
All Exemplars,VAE_GMM,0.8707084177583582,0.7021594939001029,0.5509804024382097,0.4329544206952266
