Exemplar_Size,Method,Task 2,Task 3,Task 4,Task 5
All Exemplars,FeTrIL,0.4930310670880748,0.3918124156912367,0.4109860005893312,0.5138488579060918
All Exemplars,DDGR,0.9703628501984234,0.9743370656248486,0.9584642219280749,0.9557940186358866
All Exemplars,VAE_BBox,0.9688689312642648,0.9730764766578146,0.9618439665421396,0.9616507460827248
All Exemplars,VAE_Filter,0.9702091616381227,0.9748449988650331,0.96024203196087,0.9623065525445498
All Exemplars,VAE_GMM,0.971284386392093,0.9744809228688582,0.9597508150442631,0.9639460475776591
