Exemplar_Size,Task 2,Task 3,Method
All Exemplars,0.34074074074074073,0.18666666666666665,FeTrIL
All Exemplars,0.3259259259259259,0.19999999999999996,FeTrIL
All Exemplars,0.376,0.29999999999999993,FeTrIL
All Exemplars,0.2782608695652174,0.13999999999999999,FeTrIL
All Exemplars,0.2434782608695652,0.12000000000000002,FeTrIL
All Exemplars,0.26956521739130435,0.1333333333333333,FeTrIL
All Exemplars,0.29230769230769227,0.16,FeTrIL
All Exemplars,0.28571428571428564,0.07999999999999996,FeTrIL
All Exemplars,0.3538461538461538,0.10666666666666665,FeTrIL
All Exemplars,0.35555555555555557,0.18666666666666662,FeTrIL
All Exemplars,0.2733333333333333,0.21818181818181817,FeTrIL
All Exemplars,0.37037037037037035,0.14545454545454545,FeTrIL
All Exemplars,0.504,0.13333333333333333,FeTrIL
All Exemplars,0.34814814814814815,0.04,FeTrIL
All Exemplars,0.45925925925925926,0.07999999999999996,FeTrIL
All Exemplars,0.37692307692307686,0.1333333333333333,FeTrIL
All Exemplars,0.3666666666666667,0.16363636363636364,FeTrIL
All Exemplars,0.23703703703703702,0.07272727272727272,FeTrIL
All Exemplars,0.31111111111111106,0.08,FeTrIL
All Exemplars,0.29999999999999993,0.1333333333333333,FeTrIL
All Exemplars,0.184,0.14666666666666664,FeTrIL
All Exemplars,0.3851851851851852,0.1090909090909091,FeTrIL
All Exemplars,0.362962962962963,0.0933333333333333,FeTrIL
All Exemplars,0.3043478260869565,0.14666666666666664,FeTrIL
All Exemplars,0.2518518518518518,0.22000000000000003,FeTrIL
All Exemplars,0.28,0.19999999999999998,FeTrIL
All Exemplars,0.31304347826086953,0.27999999999999997,FeTrIL
All Exemplars,0.28148148148148144,0.10666666666666665,FeTrIL
All Exemplars,0.32666666666666666,0.21818181818181817,FeTrIL
All Exemplars,0.37037037037037035,0.29333333333333333,FeTrIL
All Exemplars,1.0,1.0,DDGR
All Exemplars,1.0,1.0,DDGR
All Exemplars,1.0,1.0,DDGR
All Exemplars,0.8260869565217392,1.0,DDGR
All Exemplars,0.8434782608695652,1.0,DDGR
All Exemplars,0.9478260869565218,1.0,DDGR
All Exemplars,1.0,1.0,DDGR
All Exemplars,0.9428571428571428,1.0,DDGR
All Exemplars,0.9923076923076923,1.0,DDGR
All Exemplars,1.0,1.0,DDGR
All Exemplars,0.9400000000000001,1.0,DDGR
All Exemplars,0.888888888888889,1.0,DDGR
All Exemplars,1.0,1.0,DDGR
All Exemplars,1.0,1.0,DDGR
All Exemplars,0.9777777777777779,1.0,DDGR
All Exemplars,1.0,1.0,DDGR
All Exemplars,1.0,1.0,DDGR
All Exemplars,1.0,1.0,DDGR
All Exemplars,1.0,1.0,DDGR
All Exemplars,0.890909090909091,1.0,DDGR
All Exemplars,1.0,1.0,DDGR
All Exemplars,1.0,1.0,DDGR
All Exemplars,0.9925925925925926,1.0,DDGR
