Exemplar_Size,Method,Task 1,Task 2
All Exemplars,FeTrIL,0.9509853309770526,0.5472063492063491
All Exemplars,DDGR,0.9545685486907831,0.585015873015873
All Exemplars,VAE_BBox,0.95192903753969,0.7414920634920635
All Exemplars,VAE_Filter,0.9538878087864094,0.7387936507936508
All Exemplars,VAE_GMM,0.9565142949211999,0.7819682539682539
