Exemplar_Size,Method,Task 2,Task 3
All Exemplars,FeTrIL,0.088981643474609,0.4831948912066186
All Exemplars,DDGR,0.9837024020438061,0.9800734303647545
All Exemplars,VAE_BBox,0.9847359822832633,0.9801089393474641
All Exemplars,VAE_Filter,0.9854136338033366,0.9814986330428889
All Exemplars,VAE_GMM,0.9863598386999206,0.9815335872849542
