FeTrIL,DDGR,VAE - BBox,TaskVAE,DAR
0.2716577540106952,0.5750445632798573,0.7215686274509803,0.7775401069518717,0.9329768270944742
0.1689285714285713,0.6282142857142856,0.6224999999999999,0.6567857142857143,0.8735714285714286
0.2694772344013491,0.5065767284991568,0.7409780775716694,0.7531197301854975,0.9322091062394602
0.1395659432387312,0.5232053422370618,0.7058430717863106,0.7829716193656094,0.945575959933222
0.1005272407732864,0.5789103690685413,0.7219683655536027,0.745518453427065,0.9254833040421794
0.1811722912966252,0.7214920071047957,0.7179396092362345,0.7111900532859681,0.8717584369449378
0.1995901639344262,0.6573770491803279,0.7491803278688524,0.6774590163934426,0.8774590163934427
0.1805555555555555,0.546604938271605,0.6737654320987654,0.6129629629629629,0.787962962962963
0.2930481283422459,0.6531194295900178,0.8524064171122996,0.8288770053475936,0.8930481283422459
0.25,0.5439716312056737,0.7741134751773049,0.7921985815602837,0.874468085106383
0.4265560165975103,0.5282157676348547,0.7468879668049793,0.8215767634854771,0.9688796680497926
0.2287378640776697,0.421747572815534,0.796504854368932,0.6994174757281554,0.9153398058252428
0.1468315301391035,0.5474497681607419,0.6550231839258114,0.6401854714064915,0.8568778979907264
0.3005008347245408,0.2994991652754591,0.715525876460768,0.7035058430717862,0.8103505843071787
0.2104553119730185,0.642158516020236,0.7177065767284991,0.7537942664418212,0.9588532883642495
0.1703204047217538,0.6172006745362564,0.7881956155143339,0.8040472175379426,0.903204047217538
0.4610309278350515,0.511340206185567,0.5661855670103092,0.6169072164948453,0.8663917525773195
0.17609841827768,0.4818980667838312,0.7110720562390157,0.7124780316344465,0.9764499121265378
0.2901060070671377,0.4929328621908126,0.7826855123674912,0.6869257950530036,0.9586572438162544
0.3428063943161633,0.4724689165186501,0.6230905861456483,0.619538188277087,0.8063943161634104
0.1473498233215547,0.4897526501766784,0.7173144876325088,0.7593639575971731,0.8187279151943463
0.1615533980582523,0.5533980582524272,0.5914563106796116,0.5817475728155339,0.955728155339806
0.5786096256684491,0.5233511586452763,0.5932263814616756,0.593939393939394,0.8270944741532977
0.2802841918294849,0.5609236234458259,0.8980461811722913,0.8326820603907639,0.9175843694493784
0.2501766784452296,0.5593639575971732,0.71660777385159,0.7102473498233215,0.9339222614840988
0.1953900709219858,0.5939716312056738,0.749645390070922,0.7907801418439716,0.9829787234042554
0.2593250444049734,0.5779751332149201,0.7701598579040854,0.828063943161634,0.7882770870337478
0.1689713322091062,0.6178752107925801,0.7143338954468803,0.7112984822934234,0.9561551433389543
0.1536028119507908,0.4323374340949033,0.6868189806678384,0.6355008787346221,0.8347978910369068
0.2746428571428571,0.5053571428571428,0.7521428571428572,0.7660714285714286,0.8942857142857144
