Exemplar_Size,Method,Task 2,Task 3
All Exemplars,FeTrIL,0.19344274027318462,0.4544681513657752
All Exemplars,DDGR,0.9892980243793781,0.9925139692492251
All Exemplars,VAE_Adapt,0.9909124489152572,0.9934201515145378
All Exemplars,VAE_BBox,0.9912639341644506,0.9932064424622147
All Exemplars,VAE_Filter,0.9911997683418272,0.9935807907324462
All Exemplars,VAE_GMM,0.9918892722400818,0.9940979597177892
