Exemplar_Size,Method,Task 2,Task 3
All Exemplars,FeTrIL,0.7065580922364791,0.02597767753703741
All Exemplars,DDGR,0.4283751811354816,0.2611329745958785
All Exemplars,VAE_Adapt,0.5930184055670448,0.4159385033930428
All Exemplars,VAE_BBox,0.6116787149955717,0.4562426028779527
All Exemplars,VAE_Filter,0.6011091192202682,0.4524185217478286
All Exemplars,VAE_GMM,0.8482274678340477,0.6178256959151703
