Exemplar_Size,Method,Task 1,Task 2,Task 3,Task 4,Task 5
All Exemplars,FeTrIL,0.9802523050746561,0.45513942619905184,0.1963442681830388,0.1489674833406666,0.14772431729518848
All Exemplars,DDGR,0.9811032944316161,0.7349363211035649,0.5288404266932744,0.3995350558401389,0.33667100130039007
All Exemplars,VAE_Adapt,0.9819293628221478,0.828491754085394,0.5601015521279253,0.4430061461216,0.3776766363242306
All Exemplars,VAE_BBox,0.9805606481256712,0.8698043870933471,0.5359443191728235,0.4121120963738557,0.36185522323363667
All Exemplars,VAE_Filter,0.9804601293264344,0.870676495280648,0.5316444844997095,0.4200130443528793,0.35614217598612913
All Exemplars,VAE_GMM,0.9805637190551689,0.9316595883845065,0.7615106489390683,0.6132419836799954,0.5050108365843086
