FeTrIL,DDGR,VAE_Adapt,VAE - Filter,VAE - GMM
0.3927272727272727,0.4981818181818181,0.4154545454545454,0.3763636363636363,0.6945454545454546
0.4445454545454545,0.2672727272727272,0.4254545454545454,0.4836363636363636,0.5645454545454545
0.5581818181818182,0.1745454545454545,0.2881818181818181,0.5890909090909091,0.7018181818181818
0.5163636363636364,0.2754545454545454,0.2772727272727272,0.249090909090909,0.7281818181818183
0.5545454545454545,0.1727272727272727,0.2427272727272727,0.3118181818181818,0.7281818181818182
0.5700000000000001,0.3736363636363636,0.3436363636363636,0.4372727272727272,0.7027272727272728
0.4800000000000001,0.3027272727272727,0.3163636363636363,0.4,0.5409090909090909
0.4745454545454545,0.4627272727272727,0.5745454545454545,0.6472727272727272,0.8918181818181818
0.1863636363636363,0.4054545454545454,0.3445454545454545,0.3554545454545454,0.5854545454545454
0.4427272727272727,0.4218181818181817,0.4918181818181818,0.3963636363636363,0.6463636363636364
0.4045454545454545,0.3381818181818181,0.5181818181818181,0.2627272727272727,0.6245454545454546
0.5218181818181817,0.3018181818181818,0.2809090909090909,0.2918181818181817,0.5281818181818181
0.4372727272727272,0.3572727272727272,0.5018181818181817,0.650909090909091,0.5945454545454546
0.5618181818181818,0.2136363636363636,0.2609090909090908,0.599090909090909,0.6790909090909092
0.3863636363636363,0.4109090909090908,0.5863636363636363,0.3318181818181818,0.6981818181818181
0.4809090909090909,0.1999999999999999,0.3972727272727272,0.4027272727272726,0.7554545454545455
0.3036363636363636,0.1818181818181818,0.2827272727272727,0.4836363636363636,0.6145454545454546
0.5790909090909091,0.1454545454545454,0.3463636363636363,0.4963636363636363,0.7481818181818183
0.4681818181818181,0.3981818181818182,0.3627272727272727,0.4572727272727272,0.52
0.5236363636363637,0.3445454545454545,0.4409090909090909,0.6209090909090909,0.7054545454545454
0.4536363636363636,0.38,0.4009090909090909,0.6190909090909091,0.6063636363636362
0.4654545454545454,0.2263636363636363,0.3645454545454545,0.3218181818181818,0.5954545454545455
0.3454545454545454,0.2590909090909091,0.5209090909090909,0.4481818181818181,0.6045454545454546
0.5709090909090909,0.3672727272727272,0.3327272727272727,0.4145454545454545,0.6454545454545455
0.4536363636363636,0.2718181818181818,0.3281818181818181,0.3736363636363636,0.5272727272727272
0.3554545454545453,0.4881818181818181,0.6463636363636364,0.4872727272727272,0.77
0.5672727272727273,0.2618181818181818,0.3581818181818181,0.4718181818181818,0.75
0.2409090909090908,0.4454545454545454,0.5854545454545454,0.3981818181818181,0.6718181818181819
0.3554545454545453,0.1554545454545454,0.4036363636363636,0.52,0.4736363636363636
0.4072727272727272,0.2581818181818181,0.4481818181818181,0.48,0.5618181818181818
