Exemplar_Size,Method,Task 2,Task 3
All Exemplars,FeTrIL,0.8019790408244973,0.04323159390348498
All Exemplars,DDGR,0.3405649896775164,0.28918055642349905
All Exemplars,VAE_BBox,0.7858750177821059,0.58043219233501
All Exemplars,VAE_Filter,0.7934411187807313,0.5812796341303474
All Exemplars,VAE_GMM,0.9216849513121604,0.8049167737166553
