FeTrIL,DDGR,VAE - BBox,TaskVAE,DAR
0.1871234494979326,0.6074424099232133,0.7034849379799174,0.7294743059657413,0.926875369167159
0.1600708800945067,0.6272888363851152,0.7389249852333136,0.6950974601299469,0.8525694034258713
0.1597164796219727,0.6062610750147667,0.7612522150029533,0.7552274069698759,0.911518015357354
0.1567631423508564,0.5532191376255169,0.8226816302421737,0.82055522740697,0.8904902539870052
0.1920850561134081,0.697105729474306,0.8897814530419375,0.8471352628470171,0.8790313053750738
0.163378617838157,0.5721204961606615,0.687182516243355,0.7000590667454224,0.8757235676314234
0.160307147076196,0.6342587123449498,0.8890726520968695,0.8756054341405788,0.8702894270525695
0.1774365032486709,0.5829887773183697,0.7409332545776728,0.7584170112226817,0.9021854695806262
0.1505020673360897,0.5848789131718843,0.7505020673360898,0.7502658003544005,0.8400472533963379
0.2076786769049024,0.5784997046662729,0.7104548139397517,0.7156526875369167,0.9248670998227996
0.1938570584760779,0.4757235676314234,0.7482575310100413,0.76066154754873,0.9006497341996458
0.2754873006497341,0.5920850561134081,0.6928529238038983,0.7982279976373302,0.9058476077968104
0.1616066154754872,0.6576491435321914,0.715534554046072,0.7397519196692263,0.8454813939751921
0.1959834613112817,0.573656231541642,0.7940933254577673,0.8298877731836978,0.8985233313644418
0.1907855877141169,0.5974010632014176,0.7561724748966332,0.6559952746603662,0.8640283520378027
0.1714116952155935,0.655050206733609,0.7212049616066154,0.722031896042528,0.8891907855877141
0.1710572947430595,0.6591848789131719,0.7672770230360306,0.7971647962197284,0.8785587714116954
0.1710572947430595,0.6275251033668046,0.8025989367985826,0.817720023626698,0.880685174246899
0.1636148848198463,0.6276432368576491,0.7436503248670998,0.7707028942705257,0.809568812758417
0.1586532782043709,0.5951565268753691,0.8491435321913763,0.7899586532782044,0.8771411695215594
0.1409332545776727,0.6850561134081513,0.7643236857649145,0.7574719432959245,0.8186650915534553
0.1805079740106319,0.5788541051388069,0.7011222681630243,0.720023626698169,0.9069108092144124
0.1616066154754872,0.634494979326639,0.7406969875959835,0.7399881866509156,0.9040756054341406
0.2105138806851742,0.5561724748966332,0.7017129356172476,0.6433549911399882,0.8763142350856468
0.1430596574128765,0.6764323685764915,0.7585351447135263,0.7858239810986414,0.8327229769639694
0.1735380980507973,0.6945067926757236,0.8121677495569994,0.821145894861193,0.8848198464264618
0.170584760779681,0.6184288245717661,0.7588895451860602,0.7481393975191968,0.92132309509746
0.1656231541642055,0.6399291199054933,0.5722386296515063,0.7457767277023037,0.8812758417011223
0.1721204961606614,0.6448907265209687,0.790076786769049,0.7828706438275251,0.8935617247489663
0.1412876550502066,0.597282929710573,0.6984051978735971,0.7137625516834023,0.8714707619610159
