Exemplar_Size,Method,Task 2,Task 3
All Exemplars,FeTrIL,0.21835405676741015,0.163890542858168
All Exemplars,DDGR,0.9109753140515687,0.9517794065913051
All Exemplars,VAE_Adapt,0.917860848787581,0.9584820190869716
All Exemplars,VAE_BBox,0.9180893203587779,0.9562189394262842
All Exemplars,VAE_Filter,0.9192113943013911,0.9591871721660093
All Exemplars,VAE_GMM,0.9246893716333159,0.9653769231509781
