Exemplar_Size,Task 2,Task 3,Task 4,Task 5,Task 6,Method
All Exemplars,0.1268292682926829,0.019047619047619042,0.40499999999999997,1.0,0.2,FeTrIL
All Exemplars,0.16999999999999998,0.13888888888888887,0.8,1.0,0.6,FeTrIL
All Exemplars,0.2210526315789474,0.08,1.0,1.0,0.0,FeTrIL
All Exemplars,0.0146341463414634,0.1714285714285714,0.19459459459459463,1.0,0.8,FeTrIL
All Exemplars,0.03414634146341462,0.34054054054054056,0.9944444444444445,0.8,0.0,FeTrIL
All Exemplars,0.3277777777777778,0.16756756756756758,0.8181818181818181,1.0,0.6,FeTrIL
All Exemplars,0.14375,0.0894736842105263,0.9942857142857143,1.0,1.0,FeTrIL
All Exemplars,0.17288135593220333,0.10476190476190472,0.425,1.0,0.4,FeTrIL
All Exemplars,0.13125,0.2095238095238095,0.0,1.0,1.0,FeTrIL
All Exemplars,0.13220338983050847,0.24500000000000005,0.8,1.0,0.4,FeTrIL
All Exemplars,0.13888888888888887,0.1783783783783784,0.5904761904761904,0.4,1.0,FeTrIL
All Exemplars,0.1625,0.01111111111111108,0.41500000000000004,1.0,1.0,FeTrIL
All Exemplars,0.02033898305084742,0.4,1.0,0.4,1.0,FeTrIL
All Exemplars,0.12380952380952379,0.11515151515151516,0.42372881355932196,1.0,0.8,FeTrIL
All Exemplars,0.01578947368421052,0.35,0.5904761904761905,0.8,0.2,FeTrIL
All Exemplars,0.17297297297297298,0.3220338983050848,1.0,0.8,0.6,FeTrIL
All Exemplars,0.22857142857142856,0.19,1.0,0.4,1.0,FeTrIL
All Exemplars,0.13513513513513514,0.0,1.0,1.0,0.4,FeTrIL
All Exemplars,0.2722222222222222,0.13658536585365852,1.0,1.0,0.8,FeTrIL
All Exemplars,0.15428571428571428,0.01,0.6162162162162163,1.0,0.2,FeTrIL
All Exemplars,0.15789473684210523,0.05853658536585367,1.0,0.4,1.0,FeTrIL
All Exemplars,0.351219512195122,0.32432432432432434,0.9257142857142856,1.0,1.0,FeTrIL
All Exemplars,0.22857142857142856,0.3405405405405405,0.060606060606060594,0.8,0.8,FeTrIL
All Exemplars,0.18095238095238092,0.00555555555555554,0.42162162162162165,1.0,0.8,FeTrIL
All Exemplars,0.2439024390243903,0.15,0.8108108108108109,1.0,0.6,FeTrIL
All Exemplars,0.0894736842105263,0.1694915254237288,0.6,1.0,0.0,FeTrIL
All Exemplars,0.095,0.00555555555555554,0.7837837837837839,1.0,0.2,FeTrIL
All Exemplars,0.05853658536585364,0.2095238095238095,0.1945945945945946,1.0,1.0,FeTrIL
All Exemplars,0.44324324324324327,0.17142857142857143,0.7804878048780488,0.8,0.6,FeTrIL
All Exemplars,0.11578947368421048,0.0,0.8114285714285714,1.0,0.0,FeTrIL
All Exemplars,0.9804878048780488,0.9904761904761905,1.0,0.9567567567567569,0.99375,DDGR
All Exemplars,1.0,0.9833333333333334,1.0,0.9878787878787879,0.9875,DDGR
All Exemplars,0.9315789473684213,1.0,0.9609756097560975,0.9898305084745763,1.0,DDGR
All Exemplars,0.9512195121951221,0.9904761904761905,0.9567567567567569,1.0,0.9939393939393939,DDGR
All Exemplars,0.9609756097560975,0.9405405405405407,0.9777777777777779,1.0,0.980952380952381,DDGR
All Exemplars,0.9777777777777779,0.9243243243243245,0.9939393939393939,0.9609756097560975,1.0,DDGR
All Exemplars,0.99375,0.9052631578947368,0.96,0.9949999999999999,0.9864406779661017,DDGR
All Exemplars,0.9932203389830508,0.9714285714285715,1.0,0.9609756097560975,0.9828571428571429,DDGR
All Exemplars,0.99375,0.9904761904761905,0.9722222222222221,0.9371428571428572,0.9949999999999999,DDGR
All Exemplars,0.9932203389830508,1.0,0.9675675675675676,0.9609756097560975,0.99375,DDGR
All Exemplars,0.9722222222222221,0.9351351351351352,1.0,0.8857142857142858,0.9864406779661017,DDGR
All Exemplars,0.98125,0.9833333333333334,1.0,0.9297297297297298,0.9796610169491526,DDGR
All Exemplars,0.9830508474576272,1.0,0.9421052631578949,0.9777777777777779,0.9560975609756099,DDGR
All Exemplars,0.9714285714285713,0.9939393939393939,0.9932203389830508,0.9513513513513514,0.9368421052631579,DDGR
All Exemplars,0.9315789473684213,0.9722222222222221,0.9714285714285715,0.9707317073170731,0.9818181818181818,DDGR
All Exemplars,0.9675675675675676,0.9932203389830508,0.9371428571428572,0.9875,1.0,DDGR
All Exemplars,0.9028571428571428,1.0,0.961111111111111,0.975,0.976271186440678,DDGR
All Exemplars,0.9513513513513514,0.9898305084745763,1.0,0.9609756097560975,0.9722222222222221,DDGR
All Exemplars,0.9722222222222221,0.9707317073170734,0.9875,0.9939393939393939,1.0,DDGR
All Exemplars,0.9714285714285715,0.9949999999999999,0.9513513513513514,0.968421052631579,0.9875,DDGR
All Exemplars,0.905263157894737,0.9512195121951221,0.9898305084745763,0.9028571428571428,1.0,DDGR
All Exemplars,0.975609756097561,0.9513513513513514,0.9371428571428572,0.9878787878787879,0.9966101694915255,DDGR
All Exemplars,1.0,0.9621621621621623,1.0,0.9314285714285715,1.0,DDGR
All Exemplars,1.0,0.9722222222222221,0.9405405405405407,0.9609756097560975,1.0,DDGR
All Exemplars,0.9804878048780488,0.9666666666666666,0.9513513513513512,1.0,0.9368421052631579,DDGR
All Exemplars,0.9210526315789475,0.9830508474576272,0.980952380952381,0.9658536585365856,0.9257142857142858,DDGR
All Exemplars,1.0,0.9722222222222221,0.9351351351351352,0.9804878048780488,0.9875,DDGR
All Exemplars,0.9853658536585366,1.0,0.9513513513513514,1.0,1.0,DDGR
All Exemplars,0.9513513513513516,0.9542857142857143,0.9609756097560975,0.9875,0.9722222222222221,DDGR
All Exemplars,0.9105263157894736,0.9932203389830508,0.8914285714285715,1.0,0.96875,DDGR
All Exemplars,0.9951219512195122,0.980952380952381,1.0,0.972972972972973,1.0,VAE_Adapt
All Exemplars,0.99,0.9833333333333332,1.0,1.0,1.0,VAE_Adapt
All Exemplars,0.9473684210526316,1.0,0.9951219512195122,1.0,0.9878787878787879,VAE_Adapt
All Exemplars,0.9853658536585366,0.9904761904761905,0.9891891891891891,1.0,0.9878787878787879,VAE_Adapt
All Exemplars,0.9902439024390244,0.9675675675675677,0.9888888888888889,0.98125,1.0,VAE_Adapt
All Exemplars,0.961111111111111,0.9675675675675677,0.9878787878787879,0.9853658536585366,1.0,VAE_Adapt
All Exemplars,1.0,0.968421052631579,0.9885714285714287,1.0,0.9932203389830508,VAE_Adapt
All Exemplars,0.9966101694915255,1.0,1.0,1.0,1.0,VAE_Adapt
All Exemplars,1.0,1.0,0.9722222222222223,0.9085714285714286,1.0,VAE_Adapt
All Exemplars,1.0,1.0,0.9891891891891891,0.9853658536585368,1.0,VAE_Adapt
All Exemplars,0.961111111111111,0.9567567567567569,0.9619047619047618,0.9428571428571428,0.9898305084745763,VAE_Adapt
All Exemplars,0.99375,0.9722222222222223,1.0,0.9891891891891891,0.9898305084745763,VAE_Adapt
All Exemplars,0.9966101694915255,1.0,0.9736842105263159,0.9666666666666666,1.0,VAE_Adapt
All Exemplars,0.980952380952381,0.9878787878787879,0.9898305084745763,0.9621621621621623,0.9578947368421054,VAE_Adapt
All Exemplars,0.9368421052631579,0.9722222222222221,0.980952380952381,0.9951219512195122,1.0,VAE_Adapt
