Exemplar_Size,Task 1,Task 2,Task 3,Task 4,Task 5,Task 6,Method
All Exemplars,0.6616915422885572,0.4603305785123967,0.4699619771863118,0.2772277227722772,0.1088235294117647,0.09677419354838704,FeTrIL
All Exemplars,0.8171428571428571,0.5936,0.45664335664335665,0.17524429967426702,0.0970588235294117,0.08709677419354832,FeTrIL
All Exemplars,0.906832298136646,0.7447236180904522,0.4585774058577405,0.14785714285714283,0.1740412979351032,0.1586021505376344,FeTrIL
All Exemplars,0.8320000000000001,0.5551867219917013,0.5068702290076336,0.3357859531772575,0.11799410029498518,0.09247311827956986,FeTrIL
All Exemplars,0.8185365853658537,0.5886178861788618,0.47985865724381627,0.14670846394984324,0.09344729344729338,0.086021505376344,FeTrIL
All Exemplars,0.772972972972973,0.6262443438914027,0.41317829457364336,0.19656357388316145,0.1234939759036144,0.10860215053763438,FeTrIL
All Exemplars,0.894047619047619,0.716,0.565546218487395,0.23076923076923075,0.1277955271565495,0.1586021505376344,FeTrIL
All Exemplars,0.8772727272727273,0.6706382978723404,0.5953125,0.33716216216216216,0.1216617210682492,0.10376344086021501,FeTrIL
All Exemplars,0.8490384615384615,0.6533333333333333,0.6206896551724138,0.4127946127946127,0.17530120481927708,0.1075268817204301,FeTrIL
All Exemplars,0.845398773006135,0.5351351351351351,0.3641221374045801,0.1551839464882943,0.1205882352941176,0.10053763440860208,FeTrIL
All Exemplars,0.9065217391304348,0.7281818181818183,0.5392996108949417,0.4669064748201439,0.1603833865814696,0.1586021505376344,FeTrIL
All Exemplars,0.8583333333333332,0.659,0.4711864406779661,0.23550724637681153,0.11884984025559105,0.1586021505376344,FeTrIL
All Exemplars,0.860759493670886,0.5622119815668203,0.3330739299610895,0.1288135593220339,0.11238670694864046,0.1102150537634408,FeTrIL
All Exemplars,0.9467391304347826,0.8,0.6008403361344538,0.3171717171717171,0.11077844311377241,0.10161290322580645,FeTrIL
All Exemplars,0.9487684729064039,0.7485477178423237,0.6649819494584838,0.23892617449664427,0.11681415929203531,0.10591397849462361,FeTrIL
All Exemplars,0.9193181818181818,0.67981220657277,0.40441176470588236,0.1140065146579804,0.09616519174041296,0.08763440860215048,FeTrIL
All Exemplars,0.8670588235294119,0.68,0.5306122448979591,0.13096085409252667,0.10990415335463252,0.1586021505376344,FeTrIL
All Exemplars,0.9240963855421688,0.6955665024630542,0.36641221374045796,0.111864406779661,0.1220238095238095,0.10483870967741933,FeTrIL
All Exemplars,0.7978947368421053,0.6637168141592921,0.4344569288389513,0.12909698996655514,0.0993975903614457,0.10376344086021502,FeTrIL
All Exemplars,0.8621052631578948,0.6008888888888888,0.4286792452830189,0.17880794701986752,0.1117647058823529,0.09892473118279568,FeTrIL
All Exemplars,0.8830188679245282,0.7167512690355331,0.4764705882352941,0.1986531986531986,0.1487951807228915,0.1075268817204301,FeTrIL
All Exemplars,0.9125748502994012,0.7307692307692308,0.5395918367346939,0.17714285714285713,0.10543130990415331,0.1586021505376344,FeTrIL
All Exemplars,0.8448598130841122,0.6748936170212766,0.5860294117647058,0.35540983606557375,0.13058823529411762,0.08763440860215047,FeTrIL
All Exemplars,0.8304568527918782,0.7,0.5921259842519685,0.3470790378006873,0.1234939759036144,0.10806451612903223,FeTrIL
All Exemplars,0.8899999999999999,0.6461538461538462,0.43035019455252915,0.1802721088435374,0.11976047904191608,0.1043010752688172,FeTrIL
All Exemplars,0.9348314606741572,0.7472222222222223,0.43563636363636365,0.17770270270270266,0.1216617210682492,0.1102150537634408,FeTrIL
All Exemplars,0.7956989247311828,0.547787610619469,0.47022900763358777,0.1959866220735786,0.1205882352941176,0.10537634408602144,FeTrIL
All Exemplars,0.843,0.5825726141078837,0.5564885496183206,0.3812709030100334,0.09999999999999992,0.1075268817204301,FeTrIL
All Exemplars,0.7968586387434555,0.631578947368421,0.46920152091254747,0.19210526315789467,0.10059523809523807,0.09247311827956986,FeTrIL
All Exemplars,0.9107142857142858,0.6747572815533981,0.360754716981132,0.11799999999999992,0.1176470588235294,0.1075268817204301,FeTrIL
All Exemplars,0.6517412935323383,0.412396694214876,0.25323193916349807,0.30231023102310234,0.3035294117647059,0.25645161290322577,DDGR
All Exemplars,0.8057142857142857,0.5368,0.4384615384615385,0.28599348534201957,0.30176470588235293,0.24462365591397842,DDGR
All Exemplars,0.9118012422360249,0.4773869346733668,0.3958158995815899,0.23642857142857143,0.37404129793510327,0.2016129032258064,DDGR
All Exemplars,0.7889999999999999,0.36514522821576756,0.2587786259541984,0.25819397993311033,0.30737463126843656,0.29892473118279567,DDGR
All Exemplars,0.784390243902439,0.5357723577235772,0.29964664310954064,0.26583072100313476,0.29572649572649573,0.1940860215053763,DDGR
All Exemplars,0.7567567567567567,0.5212669683257918,0.3589147286821705,0.3058419243986254,0.2301204819277108,0.221505376344086,DDGR
All Exemplars,0.8904761904761905,0.588,0.34873949579831925,0.3186813186813187,0.2817891373801917,0.3080645161290322,DDGR
All Exemplars,0.8761363636363637,0.5642553191489361,0.3,0.3256756756756756,0.2605341246290801,0.1967741935483871,DDGR
All Exemplars,0.8096153846153846,0.465,0.32643678160919537,0.3037037037037037,0.26325301204819274,0.19139784946236554,DDGR
All Exemplars,0.8269938650306748,0.5891891891891892,0.4854961832061068,0.3531772575250836,0.31294117647058817,0.26827956989247304,DDGR
All Exemplars,0.8967391304347826,0.6672727272727272,0.4863813229571985,0.4316546762589928,0.25814696485623,0.31344086021505374,DDGR
All Exemplars,0.8535714285714284,0.636,0.5194915254237289,0.38115942028985506,0.37124600638977634,0.3338709677419355,DDGR
All Exemplars,0.8822784810126582,0.4903225806451613,0.3976653696498054,0.3247457627118644,0.23021148036253775,0.23763440860215052,DDGR
All Exemplars,0.9478260869565218,0.6078048780487805,0.4218487394957983,0.327946127946128,0.34011976047904185,0.2596774193548387,DDGR
All Exemplars,0.9477832512315271,0.5767634854771784,0.4346570397111914,0.36241610738255026,0.29852507374631265,0.23924731182795694,DDGR
All Exemplars,0.9113636363636364,0.5830985915492958,0.48235294117647054,0.3485342019543974,0.2749262536873156,0.22580645161290316,DDGR
All Exemplars,0.8529411764705882,0.44292682926829263,0.3428571428571428,0.3387900355871886,0.29137380191693285,0.29086021505376347,DDGR
All Exemplars,0.8963855421686746,0.6660098522167488,0.5389312977099237,0.40271186440677964,0.29642857142857143,0.3064516129032258,DDGR
All Exemplars,0.8084210526315788,0.4433628318584071,0.35655430711610486,0.35050167224080264,0.25722891566265055,0.2204301075268817,DDGR
All Exemplars,0.828421052631579,0.42488888888888887,0.29283018867924526,0.2913907284768212,0.2605882352941177,0.22688172043010751,DDGR
All Exemplars,0.8805031446540881,0.5350253807106599,0.40756302521008403,0.3912457912457913,0.31626506024096385,0.2629032258064516,DDGR
All Exemplars,0.8730538922155688,0.5028846153846154,0.4351020408163266,0.3778571428571429,0.2734824281150159,0.28494623655913975,DDGR
All Exemplars,0.852336448598131,0.4204255319148936,0.37720588235294117,0.3947540983606557,0.258235294117647,0.22419354838709676,DDGR
All Exemplars,0.7695431472081218,0.46330275229357804,0.35984251968503933,0.3360824742268041,0.2783132530120481,0.22741935483870965,DDGR
All Exemplars,0.8633333333333333,0.5393665158371042,0.44513618677042804,0.3285714285714285,0.3059880239520958,0.2865591397849462,DDGR
All Exemplars,0.9415730337078652,0.6092592592592593,0.43272727272727274,0.2979729729729729,0.2694362017804154,0.23225806451612901,DDGR
All Exemplars,0.7225806451612902,0.479646017699115,0.44885496183206114,0.43143812709030094,0.2858823529411765,0.2575268817204301,DDGR
All Exemplars,0.8160000000000001,0.3775933609958506,0.19618320610687018,0.25819397993311033,0.2626506024096385,0.23279569892473112,DDGR
All Exemplars,0.8261780104712043,0.5043859649122806,0.30722433460076043,0.27894736842105256,0.24345238095238092,0.2612903225806451,DDGR
All Exemplars,0.8821428571428571,0.5048543689320388,0.47924528301886793,0.3446666666666666,0.2676470588235294,0.23817204301075265,DDGR
All Exemplars,0.6577114427860697,0.5462809917355371,0.24334600760456268,0.23300330033003297,0.20999999999999996,0.22096774193548385,VAE_Adapt
All Exemplars,0.7857142857142858,0.576,0.4034965034965035,0.28664495114006516,0.2164705882352941,0.1672043010752688,VAE_Adapt
All Exemplars,0.9118012422360249,0.6984924623115578,0.47615062761506277,0.3171428571428571,0.3209439528023598,0.22043010752688166,VAE_Adapt
All Exemplars,0.792,0.5228215767634854,0.2427480916030534,0.23879598662207355,0.29439528023598815,0.182258064516129,VAE_Adapt
All Exemplars,0.7726829268292683,0.49186991869918695,0.358303886925795,0.2714733542319749,0.2575498575498575,0.1994623655913978,VAE_Adapt
All Exemplars,0.7567567567567568,0.5104072398190045,0.4100775193798449,0.2742268041237113,0.23554216867469874,0.1994623655913978,VAE_Adapt
All Exemplars,0.8857142857142858,0.715,0.553781512605042,0.40366300366300367,0.2523961661341853,0.3150537634408602,VAE_Adapt
All Exemplars,0.8897727272727274,0.7702127659574469,0.49375,0.40608108108108104,0.30267062314540055,0.23655913978494617,VAE_Adapt
All Exemplars,0.8240384615384615,0.5733333333333334,0.4375478927203066,0.32727272727272727,0.24578313253012046,0.2682795698924731,VAE_Adapt
All Exemplars,0.8269938650306748,0.6513513513513514,0.4801526717557252,0.4073578595317725,0.30999999999999994,0.2279569892473118,VAE_Adapt
All Exemplars,0.898913043478261,0.5381818181818183,0.46147859922178985,0.3079136690647482,0.27476038338658143,0.26827956989247304,VAE_Adapt
All Exemplars,0.8416666666666666,0.541,0.41186440677966096,0.3333333333333333,0.28498402555910535,0.27849462365591393,VAE_Adapt
All Exemplars,0.8759493670886075,0.6221198156682028,0.5626459143968872,0.41694915254237286,0.30030211480362534,0.32096774193548383,VAE_Adapt
All Exemplars,0.9554347826086957,0.5209756097560976,0.36890756302521,0.33131313131313134,0.337125748502994,0.3279569892473118,VAE_Adapt
All Exemplars,0.9438423645320195,0.6008298755186722,0.42021660649819487,0.31879194630872476,0.2542772861356931,0.16666666666666663,VAE_Adapt
All Exemplars,0.9204545454545453,0.5877934272300469,0.5007352941176471,0.362214983713355,0.29026548672566366,0.23225806451612901,VAE_Adapt
All Exemplars,0.86,0.6887804878048781,0.457142857142857,0.32241992882562276,0.23961661341853033,0.28172043010752684,VAE_Adapt
All Exemplars,0.9036144578313252,0.5073891625615764,0.3786259541984732,0.35525423728813554,0.31011904761904757,0.22150537634408596,VAE_Adapt
All Exemplars,0.7631578947368421,0.6336283185840708,0.4808988764044944,0.31438127090301,0.2048192771084337,0.2193548387096774,VAE_Adapt
All Exemplars,0.8368421052631578,0.5724444444444444,0.44603773584905654,0.290728476821192,0.26411764705882357,0.2413978494623656,VAE_Adapt
All Exemplars,0.8955974842767297,0.6649746192893401,0.45210084033613446,0.3057239057239057,0.2355421686746988,0.2333333333333333,VAE_Adapt
All Exemplars,0.9053892215568862,0.6826923076923077,0.4106122448979591,0.32428571428571423,0.2057507987220447,0.3139784946236559,VAE_Adapt
All Exemplars,0.8570093457943925,0.49361702127659574,0.39852941176470585,0.30229508196721305,0.2288235294117647,0.24462365591397844,VAE_Adapt
All Exemplars,0.7766497461928934,0.4908256880733945,0.37480314960629924,0.361512027491409,0.21626506024096384,0.2075268817204301,VAE_Adapt
All Exemplars,0.8822222222222221,0.5411764705882353,0.3486381322957198,0.33945578231292517,0.3059880239520958,0.2591397849462366,VAE_Adapt
All Exemplars,0.9292134831460673,0.6824074074074074,0.525090909090909,0.3621621621621621,0.3614243323442137,0.26774193548387093,VAE_Adapt
All Exemplars,0.7655913978494622,0.5017699115044248,0.3412213740458015,0.3290969899665552,0.2847058823529412,0.18978494623655912,VAE_Adapt
All Exemplars,0.8009999999999999,0.541908713692946,0.2633587786259542,0.26622073578595307,0.20120481927710837,0.2043010752688172,VAE_Adapt
