Exemplar_Size,Task 2,Task 3,Task 4,Task 5,Task 6,Method
All Exemplars,0.5283582089552239,0.509090909090909,0.2577946768060836,0.0,0.08705882352941176,FeTrIL
All Exemplars,0.6742857142857143,0.5024,0.12937062937062932,0.0,0.03882352941176468,FeTrIL
All Exemplars,0.8683229813664596,0.5346733668341709,0.001673640167364,0.0,0.1740412979351032,FeTrIL
All Exemplars,0.666,0.5360995850622406,0.3557251908396946,0.0,0.02359882005899704,FeTrIL
All Exemplars,0.6995121951219513,0.5008130081300812,0.03886925795053002,0.0225705329153605,0.0911680911680911,FeTrIL
All Exemplars,0.6843243243243243,0.45429864253393665,0.11705426356589141,0.0,0.04939759036144576,FeTrIL
All Exemplars,0.8250000000000002,0.656,0.11848739495798319,0.0,0.0,FeTrIL
All Exemplars,0.8375,0.6391489361702128,0.3234375,0.0,0.07299703264094952,FeTrIL
All Exemplars,0.7336538461538463,0.6566666666666667,0.46973180076628357,0.07811447811447811,0.0,FeTrIL
All Exemplars,0.6809815950920244,0.3855855855855856,0.06412213740458014,0.0,0.07235294117647055,FeTrIL
All Exemplars,0.8434782608695652,0.6000000000000001,0.45680933852140077,0.13021582733812948,0.0,FeTrIL
All Exemplars,0.7535714285714286,0.554,0.20508474576271185,0.0007246376811594201,0.0,FeTrIL
All Exemplars,0.7645569620253165,0.3207373271889401,0.0,0.07728813559322034,0.0,FeTrIL
All Exemplars,0.8771739130434784,0.6790243902439026,0.2907563025210084,0.0,0.02215568862275448,FeTrIL
All Exemplars,0.8857142857142858,0.7120331950207468,0.21227436823104692,0.02281879194630872,0.09675516224188783,FeTrIL
All Exemplars,0.7863636363636364,0.4272300469483568,0.0,0.02280130293159608,0.03775811209439524,FeTrIL
All Exemplars,0.7729411764705882,0.5970731707317074,0.0032653061224489797,0.07686832740213521,0.0,FeTrIL
All Exemplars,0.8204819277108435,0.4729064039408867,0.0,0.0,0.0732142857142857,FeTrIL
All Exemplars,0.7378947368421054,0.488495575221239,0.0247191011235955,0.0,0.01987951807228914,FeTrIL
All Exemplars,0.6831578947368422,0.5031111111111111,0.11773584905660377,0.0,0.08941176470588233,FeTrIL
All Exemplars,0.8503144654088052,0.5634517766497462,0.0,0.11919191919191915,0.0,FeTrIL
All Exemplars,0.8239520958083834,0.5778846153846154,0.07020408163265306,0.0,0.0,FeTrIL
All Exemplars,0.7186915887850468,0.6246808510638298,0.39117647058823524,0.053770491803278676,0.02058823529411764,FeTrIL
All Exemplars,0.7553299492385787,0.6889908256880733,0.33622047244094483,0.0,0.02469879518072288,FeTrIL
All Exemplars,0.7377777777777779,0.4760180995475114,0.08949416342412446,0.0,0.04790419161676644,FeTrIL
All Exemplars,0.8876404494382022,0.5083333333333334,0.14545454545454542,0.0,0.1216617210682492,FeTrIL
All Exemplars,0.6451612903225806,0.5442477876106194,0.11297709923664119,0.0,0.09647058823529407,FeTrIL
All Exemplars,0.69,0.5867219917012448,0.4076335877862595,0.00066889632107022,0.0,FeTrIL
All Exemplars,0.668062827225131,0.5149122807017543,0.10038022813688208,0.0269736842105263,0.038095238095238085,FeTrIL
All Exemplars,0.8011904761904761,0.46407766990291266,0.026415094339622643,0.0,0.1176470588235294,FeTrIL
All Exemplars,0.2965174129353233,0.18925619834710738,0.19619771863117869,0.22376237623762374,0.18705882352941172,DDGR
All Exemplars,0.44857142857142857,0.36,0.23356643356643353,0.22801302931596085,0.17470588235294113,DDGR
All Exemplars,0.37018633540372675,0.2743718592964824,0.11213389121338908,0.24428571428571422,0.12389380530973446,DDGR
All Exemplars,0.24499999999999997,0.19502074688796678,0.15954198473282438,0.21471571906354509,0.23126843657817103,DDGR
All Exemplars,0.4507317073170731,0.20325203252032517,0.17526501766784447,0.22507836990595612,0.14700854700854696,DDGR
All Exemplars,0.43243243243243246,0.2642533936651583,0.21782945736434103,0.127147766323024,0.12771084337349398,DDGR
All Exemplars,0.5107142857142858,0.24299999999999997,0.22436974789915962,0.17728937728937727,0.18019169329073476,DDGR
All Exemplars,0.4204545454545455,0.24,0.2203125,0.16351351351351345,0.11513353115726996,DDGR
All Exemplars,0.3836538461538461,0.26833333333333337,0.2114942528735632,0.1838383838383838,0.094578313253012,DDGR
All Exemplars,0.4429447852760736,0.3927927927927928,0.266412213740458,0.22408026755852842,0.2,DDGR
All Exemplars,0.6076086956521739,0.41090909090909095,0.3852140077821012,0.179136690647482,0.1865814696485623,DDGR
All Exemplars,0.5702380952380952,0.43600000000000005,0.276271186440678,0.29637681159420287,0.21214057507987222,DDGR
