Exemplar_Size,Method,Task 2,Task 3
All Exemplars,FeTrIL,0.12418631810531111,1.0
All Exemplars,DDGR,0.9925358207307086,0.9994654713139736
All Exemplars,VAE_Adapt,0.9934241795947639,0.9997458321142076
All Exemplars,VAE_BBox,0.9956951933863923,0.9999280609197084
All Exemplars,VAE_Filter,0.9955753974656677,0.9999488942530417
All Exemplars,VAE_GMM,0.9927545325080444,0.9998120584287236
