Exemplar_Size,Method,Task 1,Task 2,Task 3,Task 4,Task 5,Task 6
All Exemplars,FeTrIL,0.8602847697033478,0.6538074161177291,0.4873864423497079,0.2263660507560751,0.1202411710020785,0.11259856630824366
All Exemplars,DDGR,0.8451866992288631,0.517680237488546,0.3876058807821139,0.331847250543855,0.2857074065067085,0.25146953405017913
All Exemplars,VAE_Adapt,0.8452982179477908,0.5920073224556267,0.4201666523255348,0.3281559789076488,0.2676637547351071,0.24048387096774188
All Exemplars,VAE_BBox,0.8472299571364575,0.6104490066847178,0.4474027399585058,0.32719059104588344,0.2780682776996552,0.2422939068100358
All Exemplars,VAE_Filter,0.8433695080735889,0.609246799448576,0.45211590171097354,0.33427808509103696,0.2743253222825221,0.24172043010752683
All Exemplars,VAE_GMM,0.8478009800963666,0.7575661898756596,0.6076159311422474,0.4800427719001489,0.40306806486791485,0.3503046594982078
