Exemplar_Size,Task 2,Task 3,Task 4,Method
All Exemplars,0.2549019607843137,0.2125,0.20317460317460312,FeTrIL
All Exemplars,0.2875,0.2352941176470588,0.28510638297872337,FeTrIL
All Exemplars,0.25263157894736843,0.07659574468085104,0.275,FeTrIL
All Exemplars,0.19166666666666665,0.2375,0.14736842105263154,FeTrIL
All Exemplars,0.3875,0.14999999999999997,0.03157894736842104,FeTrIL
All Exemplars,0.225,0.15,0.23137254901960785,FeTrIL
All Exemplars,0.1411764705882353,0.14999999999999997,0.11578947368421048,FeTrIL
All Exemplars,0.2526315789473684,0.13333333333333328,0.18412698412698408,FeTrIL
All Exemplars,0.19999999999999996,0.3428571428571428,0.039215686274509796,FeTrIL
All Exemplars,0.18823529411764703,0.2375,0.3555555555555555,FeTrIL
All Exemplars,0.27843137254901956,0.25079365079365085,0.275,FeTrIL
All Exemplars,0.31764705882352934,0.1875,0.16666666666666666,FeTrIL
All Exemplars,0.19999999999999996,0.0553191489361702,0.24705882352941178,FeTrIL
All Exemplars,0.1957446808510638,0.225,0.03157894736842104,FeTrIL
All Exemplars,0.28571428571428564,0.175,0.34509803921568627,FeTrIL
All Exemplars,0.27499999999999997,0.30476190476190473,0.125,FeTrIL
All Exemplars,0.1936507936507936,0.21702127659574466,0.175,FeTrIL
All Exemplars,0.175,0.13191489361702122,0.09999999999999998,FeTrIL
All Exemplars,0.2875,0.21960784313725487,0.3052631578947368,FeTrIL
All Exemplars,0.2,0.29473684210526313,0.05957446808510638,FeTrIL
All Exemplars,0.24680851063829792,0.08421052631578943,0.28627450980392155,FeTrIL
All Exemplars,0.29841269841269835,0.1875,0.4,FeTrIL
All Exemplars,0.3125,0.17142857142857137,0.1361702127659574,FeTrIL
All Exemplars,0.25833333333333336,0.1375,0.18039215686274507,FeTrIL
All Exemplars,0.2375,0.10588235294117647,0.29473684210526313,FeTrIL
All Exemplars,0.13725490196078433,0.3894736842105263,0.1809523809523809,FeTrIL
All Exemplars,0.29166666666666663,0.1625,0.17021276595744678,FeTrIL
All Exemplars,0.36190476190476184,0.175,0.1411764705882353,FeTrIL
All Exemplars,0.27936507936507937,0.15744680851063825,0.4166666666666667,FeTrIL
All Exemplars,0.175,0.18431372549019603,0.19148936170212766,FeTrIL
All Exemplars,1.0,1.0,1.0,DDGR
All Exemplars,0.9875,1.0,1.0,DDGR
All Exemplars,1.0,1.0,1.0,DDGR
All Exemplars,1.0,1.0,0.9894736842105264,DDGR
All Exemplars,1.0,1.0,0.9789473684210526,DDGR
All Exemplars,1.0,1.0,1.0,DDGR
All Exemplars,1.0,1.0,0.9473684210526316,DDGR
All Exemplars,0.9894736842105264,1.0,1.0,DDGR
All Exemplars,1.0,1.0,1.0,DDGR
All Exemplars,1.0,1.0,1.0,DDGR
All Exemplars,1.0,1.0,1.0,DDGR
All Exemplars,1.0,1.0,1.0,DDGR
All Exemplars,1.0,1.0,1.0,DDGR
All Exemplars,1.0,1.0,0.9894736842105264,DDGR
All Exemplars,1.0,1.0,1.0,DDGR
All Exemplars,1.0,1.0,1.0,DDGR
All Exemplars,1.0,1.0,1.0,DDGR
All Exemplars,1.0,1.0,1.0,DDGR
All Exemplars,1.0,1.0,0.9894736842105264,DDGR
All Exemplars,1.0,1.0,1.0,DDGR
All Exemplars,1.0,0.9789473684210528,1.0,DDGR
All Exemplars,1.0,1.0,1.0,DDGR
All Exemplars,0.9875,1.0,1.0,DDGR
All Exemplars,1.0,1.0,1.0,DDGR
All Exemplars,1.0,1.0,1.0,DDGR
All Exemplars,1.0,0.9789473684210528,1.0,DDGR
All Exemplars,1.0,1.0,1.0,DDGR
All Exemplars,1.0,1.0,1.0,DDGR
All Exemplars,1.0,1.0,1.0,DDGR
All Exemplars,1.0,1.0,1.0,DDGR
All Exemplars,1.0,0.9375,1.0,VAE_Adapt
All Exemplars,0.975,1.0,0.9787234042553191,VAE_Adapt
All Exemplars,0.9789473684210528,1.0,0.95,VAE_Adapt
All Exemplars,1.0,0.975,0.9473684210526316,VAE_Adapt
All Exemplars,0.9625,1.0,0.9473684210526316,VAE_Adapt
