Exemplar_Size,Method,Task 1,Task 2,Task 3,Task 4
All Exemplars,FeTrIL,0.9654423328009673,0.49905202080934746,0.16761684459815035,0.1436591478696741
All Exemplars,DDGR,0.9685928186348713,0.5962202290673659,0.44068952811597406,0.3475187969924811
All Exemplars,VAE_Adapt,0.9693692789398506,0.725566699044792,0.5214020594771324,0.3551629072681704
All Exemplars,VAE_BBox,0.9691884199056385,0.735218132936469,0.5082325152273758,0.3954887218045112
All Exemplars,VAE_Filter,0.9687948418318499,0.7355091423036713,0.51272685183027,0.4105931495405179
All Exemplars,VAE_GMM,0.9698022673924073,0.8953795701199265,0.6955363219292736,0.5253383458646617
