Exemplar_Size,Task 1,Task 2,Task 3,Task 4,Task 5,Task 6,Method
All Exemplars,0.7863414634146342,0.5722448979591837,0.55,0.2132075471698113,0.104225352112676,0.0956743002544529,FeTrIL
All Exemplars,0.8782178217821782,0.6317460317460317,0.3965986394557823,0.07381703470031545,0.1070422535211267,0.0966921119592875,FeTrIL
All Exemplars,0.9595505617977528,0.7511737089201878,0.48517110266159696,0.132013201320132,0.1464788732394366,0.12519083969465644,FeTrIL
All Exemplars,0.8731707317073172,0.5730612244897959,0.5149253731343284,0.380983606557377,0.1408450704225352,0.10279898218829513,FeTrIL
All Exemplars,0.8206572769953052,0.6237154150197629,0.4951724137931034,0.2867469879518072,0.10486486486486486,0.08142493638676843,FeTrIL
All Exemplars,0.889247311827957,0.5973684210526315,0.39547169811320754,0.19735973597359732,0.11661807580174918,0.11195928753180659,FeTrIL
All Exemplars,0.9544444444444444,0.7422018348623853,0.5802371541501976,0.26254295532646044,0.1466275659824047,0.13027989821882952,FeTrIL
All Exemplars,0.8989473684210527,0.6471074380165289,0.5788679245283019,0.346031746031746,0.11830985915492953,0.0966921119592875,FeTrIL
All Exemplars,0.7891089108910891,0.5266666666666666,0.5133079847908745,0.32918032786885243,0.1107871720116618,0.1272264631043257,FeTrIL
All Exemplars,0.9238636363636363,0.5675438596491228,0.3496402877697841,0.1174603174603174,0.11098591549295769,0.09974554707379128,FeTrIL
All Exemplars,0.8985074626865671,0.6189300411522634,0.4742857142857142,0.3590759075907591,0.1114369501466275,0.1323155216284987,FeTrIL
All Exemplars,0.9425287356321841,0.6764150943396227,0.42362204724409447,0.14539473684210522,0.1085043988269794,0.1323155216284987,FeTrIL
All Exemplars,0.9494252873563219,0.684070796460177,0.418840579710145,0.11446945337620576,0.1189801699716713,0.1058524173027989,FeTrIL
All Exemplars,0.9624999999999998,0.786147186147186,0.5152416356877323,0.2398753894080996,0.10335195530726252,0.094147582697201,FeTrIL
All Exemplars,0.9609302325581396,0.808,0.5595890410958904,0.34412698412698417,0.1126760563380281,0.10076335877862588,FeTrIL
All Exemplars,0.936842105263158,0.733920704845815,0.421505376344086,0.15078864353312305,0.1070422535211267,0.0966921119592875,FeTrIL
All Exemplars,0.9364161849710981,0.6758293838862559,0.4735632183908045,0.14059405940594058,0.11378299120234596,0.1323155216284987,FeTrIL
All Exemplars,0.9521739130434783,0.662443438914027,0.3904761904761905,0.12411575562700958,0.11282051282051278,0.1038167938931297,FeTrIL
All Exemplars,0.8659459459459459,0.6449339207048459,0.43970037453183525,0.1245901639344262,0.1107871720116618,0.1272264631043257,FeTrIL
All Exemplars,0.8543589743589743,0.6343347639484979,0.4487632508833922,0.143125,0.0985915492957746,0.0966921119592875,FeTrIL
All Exemplars,0.9415730337078652,0.8093896713615024,0.5660079051383399,0.18557377049180324,0.1107871720116618,0.1272264631043257,FeTrIL
All Exemplars,0.9414893617021278,0.6578947368421053,0.5871698113207546,0.19603960396039602,0.1114369501466275,0.1323155216284987,FeTrIL
All Exemplars,0.869406392694064,0.7057851239669422,0.5491039426523299,0.3873817034700315,0.1070422535211267,0.0966921119592875,FeTrIL
All Exemplars,0.8039800995024875,0.5223214285714285,0.42706766917293226,0.18679867986798676,0.11661807580174918,0.1272264631043257,FeTrIL
All Exemplars,0.8613756613756614,0.6611353711790393,0.45092250922509225,0.13636363636363633,0.1396648044692737,0.1272264631043257,FeTrIL
All Exemplars,0.9434146341463414,0.7591666666666667,0.5020547945205479,0.2558730158730158,0.1605633802816901,0.1007633587786259,FeTrIL
All Exemplars,0.7827956989247312,0.4567796610169491,0.37050359712230213,0.1174603174603174,0.1126760563380281,0.09974554707379128,FeTrIL
All Exemplars,0.8458536585365855,0.5844897959183672,0.6067164179104478,0.3350819672131148,0.1107871720116618,0.1272264631043257,FeTrIL
