Exemplar_Size,Task 1,Task 2,Task 3,Task 4,Task 5,Task 6,Method
All Exemplars,0.856842105263158,0.6195744680851064,0.5448818897637795,0.1927392739273927,0.1088235294117647,0.10368421052631574,FeTrIL
All Exemplars,0.9373737373737374,0.7967611336032389,0.6,0.08940397350993376,0.1117647058823529,0.10105263157894735,FeTrIL
All Exemplars,0.9063291139240507,0.6710659898477157,0.45284552845528453,0.1546391752577319,0.14561403508771922,0.1273684210526315,FeTrIL
All Exemplars,0.88125,0.6742616033755274,0.66640625,0.29078498293515354,0.1432748538011695,0.10578947368421052,FeTrIL
All Exemplars,0.8866995073891626,0.6709677419354839,0.4659649122807018,0.13084112149532703,0.10858725761772844,0.1052631578947368,FeTrIL
All Exemplars,0.8697142857142858,0.6739336492890995,0.5169354838709677,0.23076923076923075,0.1359516616314199,0.1289473684210526,FeTrIL
All Exemplars,0.9302857142857143,0.6632558139534884,0.5456692913385826,0.1764285714285714,0.1489361702127659,0.13210526315789467,FeTrIL
All Exemplars,0.8578947368421052,0.6224066390041494,0.5961538461538461,0.262135922330097,0.1271186440677966,0.1184210526315789,FeTrIL
All Exemplars,0.8914285714285715,0.6831999999999999,0.6706319702602231,0.43016393442622947,0.10211480362537761,0.1289473684210526,FeTrIL
All Exemplars,0.8670886075949367,0.6105263157894737,0.43100775193798446,0.1267796610169491,0.1276470588235294,0.1184210526315789,FeTrIL
All Exemplars,0.8786729857819905,0.674493927125506,0.4598591549295774,0.3333333333333333,0.07294832826747719,0.1342105263157894,FeTrIL
All Exemplars,0.8838323353293415,0.6434782608695653,0.48641975308641977,0.2095890410958904,0.11975683890577501,0.1342105263157894,FeTrIL
All Exemplars,0.865,0.6123222748815167,0.3723076923076923,0.1304347826086956,0.11462686567164171,0.1184210526315789,FeTrIL
All Exemplars,0.9183673469387756,0.6893023255813954,0.5691699604743083,0.16842105263157894,0.11671554252199408,0.10157894736842102,FeTrIL
All Exemplars,0.9280788177339903,0.7471074380165289,0.5294964028776978,0.2821548821548821,0.131578947368421,0.11105263157894733,FeTrIL
All Exemplars,0.925531914893617,0.6995555555555556,0.43478260869565216,0.15033112582781452,0.1169590643274853,0.10315789473684209,FeTrIL
All Exemplars,0.8977528089887642,0.7274509803921569,0.459288537549407,0.1543252595155709,0.121580547112462,0.1342105263157894,FeTrIL
All Exemplars,0.9052023121387283,0.6714285714285714,0.3724137931034483,0.1290969899665551,0.1308139534883721,0.10421052631578942,FeTrIL
All Exemplars,0.9162790697674419,0.6721153846153846,0.4885375494071146,0.14607508532423205,0.1148036253776435,0.12315789473684206,FeTrIL
All Exemplars,0.8952380952380953,0.7134883720930232,0.5212121212121212,0.1534883720930232,0.1147058823529411,0.10421052631578945,FeTrIL
All Exemplars,0.8705882352941178,0.6899521531100479,0.4393700787401575,0.161311475409836,0.10876132930513589,0.11684210526315786,FeTrIL
All Exemplars,0.9049180327868852,0.65,0.5667924528301886,0.13264604810996555,0.1155015197568389,0.1273684210526315,FeTrIL
All Exemplars,0.9145454545454544,0.7899581589958158,0.6260869565217393,0.3611464968152866,0.10882352941176465,0.1052631578947368,FeTrIL
