method,exemplar_size,each_exemplar_time,whole_exemplar_time,each_task_time,whole_task_time,total_time
DDGR,100,51.4665996934546,308.7995981607276,69.88640662010346,419.3184397206207,728.1180378813483
FeTrIL,100,1.2266095706829452,7.359657424097674,0.19643129813312374,1.1785877887987428,8.538245212896417
VAE_BBox,100,7.016350541047958,42.09810324628775,6.467436301765136,38.80461781059081,80.90272105687856
VAE_Filter,100,7.38344925418909,43.63749982874244,6.477743626813542,39.5827460828717,83.22024591161414
VAE_GMM,100,7.585075186293506,45.491961917761046,6.241099554068443,37.43859732441066,82.93055924217171
DDGR,237,51.4665996934546,308.7995981607276,69.88640662010346,419.3184397206207,728.1180378813483
FeTrIL,237,1.2266095706829452,7.359657424097674,0.19643129813312374,1.1785877887987428,8.538245212896417
VAE_BBox,237,7.016350541047958,42.09810324628775,6.467436301765136,38.80461781059081,80.90272105687856
VAE_Filter,237,7.38344925418909,43.63749982874244,6.477743626813542,39.5827460828717,83.22024591161414
VAE_GMM,237,7.585075186293506,45.491961917761046,6.241099554068443,37.43859732441066,82.93055924217171
DDGR,562,51.4665996934546,308.7995981607276,69.88640662010346,419.3184397206207,728.1180378813483
FeTrIL,562,1.2266095706829452,7.359657424097674,0.19643129813312374,1.1785877887987428,8.538245212896417
VAE_BBox,562,7.016350541047958,42.09810324628775,6.467436301765136,38.80461781059081,80.90272105687856
VAE_Filter,562,7.38344925418909,43.63749982874244,6.477743626813542,39.5827460828717,83.22024591161414
VAE_GMM,562,7.585075186293506,45.491961917761046,6.241099554068443,37.43859732441066,82.93055924217171
DDGR,1332,51.4665996934546,308.7995981607276,69.88640662010346,419.3184397206207,728.1180378813483
FeTrIL,1332,1.2266095706829452,7.359657424097674,0.19643129813312374,1.1785877887987428,8.538245212896417
VAE_BBox,1332,7.016350541047958,42.09810324628775,6.467436301765136,38.80461781059081,80.90272105687856
VAE_Filter,1332,7.38344925418909,43.63749982874244,6.477743626813542,39.5827460828717,83.22024591161414
VAE_GMM,1332,7.585075186293506,45.491961917761046,6.241099554068443,37.43859732441066,82.93055924217171
DDGR,255,51.4665996934546,308.7995981607276,69.88640662010346,419.3184397206207,728.1180378813483
FeTrIL,255,1.2266095706829452,7.359657424097674,0.19643129813312374,1.1785877887987428,8.538245212896417
VAE_BBox,255,7.016350541047958,42.09810324628775,6.467436301765136,38.80461781059081,80.90272105687856
VAE_Filter,255,7.38344925418909,43.63749982874244,6.477743626813542,39.5827460828717,83.22024591161414
VAE_GMM,255,7.585075186293506,45.491961917761046,6.241099554068443,37.43859732441066,82.93055924217171
