dataset,scenario,person,method,vae_sampling,filter,iteration,exemplar_size,each_exemplar_time,whole_exemplar_time,each_task_time,whole_task_time
motion,3,1, ce_ewc_random,none, none,0,100,1.5063847431292137,3.012769486258428,0.0423066558937231,0.0846133117874463
motion,3,1, ce_ewc_random,none, none,0,195,1.517097711438934,3.034195422877868,0.0509286248746017,0.1018572497492035
motion,3,1, ce_ewc_random,none, none,0,379,1.622688127350476,3.245376254700952,0.059735759989255,0.11947151997851
motion,3,1, ce_ewc_random,none, none,0,737,1.707701739265273,3.415403478530546,0.0579954816494137,0.1159909632988274
motion,3,1, ce_ewc_random,none, none,0,95,1.494963247577349,2.9899264951546987,0.0276158502946297,0.0552317005892594
motion,3,1, ce_ewc_random,none, none,1,100,1.4702866669123371,2.9405733338246742,0.0522136429945627,0.1044272859891255
motion,3,1, ce_ewc_random,none, none,1,195,1.5771431242426237,3.1542862484852474,0.0541246201843023,0.1082492403686046
motion,3,1, ce_ewc_random,none, none,1,379,1.654532811273303,3.309065622546606,0.0609849836263391,0.1219699672526783
motion,3,1, ce_ewc_random,none, none,1,737,1.7164840743876997,3.432968148775399,0.0612823333746443,0.1225646667492886
motion,3,1, ce_ewc_random,none, none,1,95,1.459693366351227,2.919386732702454,0.0311036227891842,0.0622072455783685
motion,3,1, ce_ewc_random,none, none,2,100,1.565740069312354,3.131480138624708,0.0459759173293908,0.0919518346587816
motion,3,1, ce_ewc_random,none, none,2,195,1.663119262518982,3.326238525037964,0.0507812432323892,0.1015624864647785
motion,3,1, ce_ewc_random,none, none,2,379,1.7261599415499302,3.4523198830998605,0.0583232539809412,0.1166465079618824
motion,3,1, ce_ewc_random,none, none,2,737,1.7594612741687643,3.518922548337529,0.0585664556982616,0.1171329113965233
motion,3,1, ce_ewc_random,none, none,2,95,1.509247957294186,3.018495914588372,0.0297490865613023,0.0594981731226046
motion,3,1, ce_ewc_random,none, none,3,100,1.5864639901866515,3.172927980373303,0.0572670270999272,0.1145340541998545
motion,3,1, ce_ewc_random,none, none,3,195,1.604870776242266,3.209741552484532,0.0595831636649866,0.1191663273299733
motion,3,1, ce_ewc_random,none, none,3,379,1.6998922489376531,3.3997844978753062,0.0645293859557973,0.1290587719115946
motion,3,1, ce_ewc_random,none, none,3,737,1.7565971176760893,3.5131942353521786,0.0655755820218473,0.1311511640436947
motion,3,1, ce_ewc_random,none, none,3,95,1.4259349476546048,2.8518698953092096,0.0320113056028882,0.0640226112057765
motion,3,1, ce_ewc_random,none, none,4,100,1.472544069091479,2.945088138182958,0.0416688331092397,0.0833376662184794
motion,3,1, ce_ewc_random,none, none,4,195,1.587660881007711,3.175321762015422,0.0493424287376304,0.0986848574752608
motion,3,1, ce_ewc_random,none, none,4,379,1.691005722205672,3.382011444411344,0.0562443491485383,0.1124886982970767
motion,3,1, ce_ewc_random,none, none,4,737,1.7441150351117054,3.488230070223411,0.0576806842194249,0.1153613684388498
motion,3,1, ce_ewc_random,none, none,4,95,1.53246714292715,3.0649342858543,0.0273407787084579,0.0546815574169158
motion,3,1, ce_random,none, none,0,100,1.040877171047032,2.081754342094064,0.0641717039048671,0.1283434078097343
motion,3,1, ce_random,none, none,0,195,1.0534032881259918,2.106806576251984,0.0618503659032285,0.123700731806457
motion,3,1, ce_random,none, none,0,379,1.1245940516806312,2.2491881033612624,0.0631699886586931,0.1263399773173862
motion,3,1, ce_random,none, none,0,737,1.14052017571715,2.2810403514343003,0.062417135372137,0.124834270744274
motion,3,1, ce_random,none, none,0,95,0.9820994198943178,1.964198839788636,0.0275761550292372,0.0551523100584745
motion,3,1, ce_random,none, none,1,100,1.0305573367203276,2.061114673440655,0.0594907351459066,0.1189814702918132
motion,3,1, ce_random,none, none,1,195,1.0358135490988691,2.0716270981977383,0.0560177311301231,0.1120354622602462
motion,3,1, ce_random,none, none,1,379,1.1055807577446104,2.211161515489221,0.0671672832220792,0.1343345664441585
motion,3,1, ce_random,none, none,1,737,1.1268720828928054,2.2537441657856108,0.0662279929500073,0.1324559859000146
motion,3,1, ce_random,none, none,1,95,1.0264788458123804,2.0529576916247607,0.0364548558369278,0.0729097116738557
motion,3,1, ce_random,none, none,2,100,1.0152134063343208,2.0304268126686416,0.0628509371851881,0.1257018743703762
motion,3,1, ce_random,none, none,2,195,1.0596078604770205,2.1192157209540405,0.0593118843622505,0.1186237687245011
motion,3,1, ce_random,none, none,2,379,1.1162636127322911,2.2325272254645823,0.0630108115366763,0.1260216230733527
motion,3,1, ce_random,none, none,2,737,1.148139769382154,2.296279538764308,0.0612265581730753,0.1224531163461506
motion,3,1, ce_random,none, none,2,95,1.012371637672186,2.024743275344372,0.0272554675738016,0.0545109351476033
motion,3,1, ce_random,none, none,3,100,0.9955005738263328,1.9910011476526657,0.0694044596826036,0.1388089193652073
motion,3,1, ce_random,none, none,3,195,1.0394129456331334,2.0788258912662667,0.0645372919117411,0.1290745838234822
motion,3,1, ce_random,none, none,3,379,1.0985182431629965,2.197036486325993,0.0720424093926946,0.1440848187853892
motion,3,1, ce_random,none, none,3,737,1.132932472927496,2.265864945854992,0.0696161387798686,0.1392322775597373
motion,3,1, ce_random,none, none,3,95,1.0012938466543952,2.0025876933087905,0.0271308124065399,0.0542616248130798
motion,3,1, ce_random,none, none,4,100,1.0156214700390895,2.031242940078179,0.0596708345537384,0.1193416691074768
motion,3,1, ce_random,none, none,4,195,1.053850105125457,2.107700210250914,0.055605610118558,0.111211220237116
motion,3,1, ce_random,none, none,4,379,1.1174677988721264,2.234935597744253,0.0582611057700382,0.1165222115400764
motion,3,1, ce_random,none, none,4,737,1.1493602281281103,2.2987204562562207,0.06200952231884,0.12401904463768
motion,3,1, ce_random,none, none,4,95,1.0182306906208396,2.036461381241679,0.0274411390225092,0.0548822780450185
motion,3,1, kd_kldiv_icarl,none, none,0,100,0.9003274520859122,1.8006549041718245,0.6626035899544755,1.325207179908951
motion,3,1, kd_kldiv_icarl,none, none,0,195,0.8420165808250507,1.6840331616501014,0.6747716546679536,1.3495433093359073
motion,3,1, kd_kldiv_icarl,none, none,0,379,0.8340410775815447,1.668082155163089,0.7007084607871042,1.4014169215742085
motion,3,1, kd_kldiv_icarl,none, none,0,737,0.8431704964643966,1.6863409929287931,0.7296060200625409,1.459212040125082
motion,3,1, kd_kldiv_icarl,none, none,0,95,1.613209454342723,3.226418908685446,0.5934270905330777,1.1868541810661557
motion,3,1, kd_kldiv_icarl,none, none,1,100,1.0448261147364974,2.089652229472995,0.6591253398607174,1.3182506797214348
motion,3,1, kd_kldiv_icarl,none, none,1,195,0.9689279286190868,1.9378558572381728,0.6702012182834248,1.3404024365668497
motion,3,1, kd_kldiv_icarl,none, none,1,379,0.9595965497816602,1.9191930995633204,0.6981153500162893,1.3962307000325789
motion,3,1, kd_kldiv_icarl,none, none,1,737,0.9593635685897122,1.9187271371794243,0.7272528233627479,1.4545056467254958
motion,3,1, kd_kldiv_icarl,none, none,1,95,1.5638891887540618,3.127778377508124,0.603724815013508,1.207449630027016
motion,3,1, kd_kldiv_icarl,none, none,2,100,1.0488458810995025,2.097691762199005,0.6502817003677289,1.3005634007354578
motion,3,1, kd_kldiv_icarl,none, none,2,195,0.9765049181878568,1.953009836375713,0.6627771293434004,1.3255542586868008
motion,3,1, kd_kldiv_icarl,none, none,2,379,0.9575359399326974,1.9150718798653947,0.6920095497949256,1.3840190995898511
motion,3,1, kd_kldiv_icarl,none, none,2,737,0.9430497279235472,1.8860994558470945,0.7230252074388166,1.4460504148776332
motion,3,1, kd_kldiv_icarl,none, none,2,95,1.7068844464917978,3.413768892983596,0.6117340483392278,1.2234680966784557
motion,3,1, kd_kldiv_icarl,none, none,3,100,0.9651905408749978,1.930381081749996,0.6641898360724251,1.3283796721448502
motion,3,1, kd_kldiv_icarl,none, none,3,195,0.8807698757698138,1.7615397515396276,0.6716006785010298,1.3432013570020596
motion,3,1, kd_kldiv_icarl,none, none,3,379,0.9071910640638736,1.814382128127747,0.6993799155784978,1.3987598311569955
motion,3,1, kd_kldiv_icarl,none, none,3,737,0.9208552182652056,1.841710436530412,0.7289731741417199,1.4579463482834398
motion,3,1, kd_kldiv_icarl,none, none,3,95,1.6052395904436707,3.2104791808873414,0.5942651269336542,1.1885302538673084
motion,3,1, kd_kldiv_icarl,none, none,4,100,0.8807229024047653,1.7614458048095305,0.6633762052282691,1.3267524104565382
motion,3,1, kd_kldiv_icarl,none, none,4,195,0.8800460090239842,1.7600920180479684,0.6774063750480612,1.3548127500961225
motion,3,1, kd_kldiv_icarl,none, none,4,379,0.8885983225372103,1.7771966450744203,0.702779975761142,1.405559951522284
motion,3,1, kd_kldiv_icarl,none, none,4,737,0.899712598680829,1.799425197361658,0.7310989978878448,1.4621979957756897
motion,3,1, kd_kldiv_icarl,none, none,4,95,1.7531189085915684,3.5062378171831368,0.5998523209864894,1.1997046419729789
motion,3,1, cn_lfc_mr_icarl,none, none,0,100,1.2461873842403293,2.4923747684806585,0.6557882642994325,1.311576528598865
motion,3,1, cn_lfc_mr_icarl,none, none,0,195,1.325054318830371,2.650108637660742,0.6680084299606581,1.3360168599213162
motion,3,1, cn_lfc_mr_icarl,none, none,0,379,1.4436016290966007,2.887203258193201,0.6960245551541447,1.3920491103082897
motion,3,1, cn_lfc_mr_icarl,none, none,0,737,1.5031039217021316,3.006207843404263,0.7242605422313014,1.4485210844626029
motion,3,1, cn_lfc_mr_icarl,none, none,0,95,2.0102864601338903,4.020572920267781,0.5801952899744113,1.1603905799488226
motion,3,1, cn_lfc_mr_icarl,none, none,1,100,1.2777226272349556,2.555445254469911,0.6475831041733424,1.2951662083466848
motion,3,1, cn_lfc_mr_icarl,none, none,1,195,1.298967956782629,2.597935913565258,0.6581704966413479,1.3163409932826955
motion,3,1, cn_lfc_mr_icarl,none, none,1,379,1.3968471264259683,2.7936942528519366,0.6866801289427612,1.3733602578855224
motion,3,1, cn_lfc_mr_icarl,none, none,1,737,1.5008078661126396,3.001615732225279,0.7167516873062899,1.4335033746125798
