method,exemplar_size,each_exemplar_time,whole_exemplar_time,each_task_time,whole_task_time,total_time
DDGR,100,529.0588214642057,1058.1176429284117,567.01435740611,1134.02871481222,2192.1463577406316
FeTrIL,100,8.769010613920374,17.538021227840748,1.543802979927096,3.087605959854192,20.62562718769494
VAE_BBox,100,78.68040198606744,157.36080397213487,74.68428730616759,149.36857461233518,306.72937858447006
VAE_Filter,100,83.1947629287335,166.389525857467,78.98481308275855,157.9696261655171,324.35915202298406
VAE_GMM,100,97.57850283896666,195.15700567793328,92.67273536327953,185.34547072655906,380.5024764044923
DDGR,390,529.0588214642057,1058.1176429284117,567.01435740611,1134.02871481222,2192.1463577406316
FeTrIL,390,8.769010613920374,17.538021227840748,1.543802979927096,3.087605959854192,20.62562718769494
VAE_BBox,390,78.68040198606744,157.36080397213487,74.68428730616759,149.36857461233518,306.72937858447006
VAE_Filter,390,83.1947629287335,166.389525857467,78.98481308275855,157.9696261655171,324.35915202298406
VAE_GMM,390,97.57850283896666,195.15700567793328,92.67273536327953,185.34547072655906,380.5024764044923
DDGR,1520,529.0588214642057,1058.1176429284117,567.01435740611,1134.02871481222,2192.1463577406316
FeTrIL,1520,8.769010613920374,17.538021227840748,1.543802979927096,3.087605959854192,20.62562718769494
VAE_BBox,1520,78.68040198606744,157.36080397213487,74.68428730616759,149.36857461233518,306.72937858447006
VAE_Filter,1520,83.1947629287335,166.389525857467,78.98481308275855,157.9696261655171,324.35915202298406
VAE_GMM,1520,97.57850283896666,195.15700567793328,92.67273536327953,185.34547072655906,380.5024764044923
DDGR,5928,529.0588214642057,1058.1176429284117,567.01435740611,1134.02871481222,2192.1463577406316
FeTrIL,5928,8.769010613920374,17.538021227840748,1.543802979927096,3.087605959854192,20.62562718769494
VAE_BBox,5928,78.68040198606744,157.36080397213487,74.68428730616759,149.36857461233518,306.72937858447006
VAE_Filter,5928,83.1947629287335,166.389525857467,78.98481308275855,157.9696261655171,324.35915202298406
VAE_GMM,5928,97.57850283896666,195.15700567793328,92.67273536327953,185.34547072655906,380.5024764044923
DDGR,95,529.0588214642057,1058.1176429284117,567.01435740611,1134.02871481222,2192.1463577406316
FeTrIL,95,8.769010613920374,17.538021227840748,1.543802979927096,3.087605959854192,20.62562718769494
VAE_BBox,95,78.68040198606744,157.36080397213487,74.68428730616759,149.36857461233518,306.72937858447006
VAE_Filter,95,83.1947629287335,166.389525857467,78.98481308275855,157.9696261655171,324.35915202298406
VAE_GMM,95,97.57850283896666,195.15700567793328,92.67273536327953,185.34547072655906,380.5024764044923
