Exemplar_Size,Method,Task 2,Task 3
All Exemplars,FeTrIL,0.3641790638055005,0.25706280437314916
All Exemplars,DDGR,0.9669896214896215,0.944811289817037
All Exemplars,VAE_Adapt,0.9906079346366703,0.9866027451475728
All Exemplars,VAE_BBox,0.9914818323439013,0.9820214919605725
All Exemplars,VAE_Filter,0.9923205970274936,0.9852378805102943
All Exemplars,VAE_GMM,0.9910056418677109,0.9801064329455135
