Exemplar_Size,Method,Task 1,Task 2,Task 3
All Exemplars,FeTrIL,0.9762801642801643,0.5432732061617048,0.3705982905982906
All Exemplars,DDGR,0.9898008658008659,0.7421768945781237,0.4126495726495726
All Exemplars,VAE_BBox,0.9817950937950939,0.8349297735074733,0.638974358974359
All Exemplars,VAE_Filter,0.9905569985569985,0.8485820114266119,0.6710256410256411
All Exemplars,VAE_GMM,0.9931635031635032,0.8416419515190366,0.6628205128205128
