Exemplar_Size,Method,Task 2,Task 3,Task 4,Task 5
All Exemplars,FeTrIL,0.34317148123402647,0.270407977425137,0.2536006395839411,0.26226188472153816
All Exemplars,DDGR,0.9984649122807017,0.9992324561403509,0.9996491228070176,0.997828947368421
All Exemplars,VAE_BBox,0.9879020467836257,0.9875476886661098,0.980881021999443,0.983691927810069
All Exemplars,VAE_Filter,0.9818640350877194,0.9889035087719299,0.9818532442216653,0.9841757837264556
All Exemplars,VAE_GMM,0.990811403508772,0.993275201893623,0.991469298245614,0.9864848290940117
