Exemplar_Size,Task 2,Task 3,Task 4,Task 5,Method
All Exemplars,0.944,0.7277777777777779,0.46274509803921565,0.39365079365079364,FeTrIL
All Exemplars,0.7047619047619047,0.38888888888888895,0.37499999999999994,0.33968253968253964,FeTrIL
All Exemplars,0.7846153846153847,0.4975609756097561,0.46274509803921565,0.29393939393939394,FeTrIL
All Exemplars,0.9333333333333333,0.64,0.5321428571428571,0.47058823529411764,FeTrIL
All Exemplars,0.8866666666666667,0.5377777777777778,0.4175438596491228,0.3647058823529411,FeTrIL
All Exemplars,0.8320000000000001,0.5200000000000001,0.43137254901960775,0.3555555555555555,FeTrIL
All Exemplars,0.96,0.7714285714285716,0.5649122807017544,0.47058823529411764,FeTrIL
All Exemplars,0.9199999999999999,0.6523809523809524,0.4461538461538462,0.39365079365079364,FeTrIL
All Exemplars,0.5636363636363636,0.4,0.3208333333333333,0.26349206349206344,FeTrIL
All Exemplars,0.9076923076923077,0.7166666666666667,0.4784313725490196,0.43809523809523804,FeTrIL
All Exemplars,0.8719999999999999,0.5621621621621622,0.43461538461538457,0.31044776119402984,FeTrIL
All Exemplars,0.8240000000000001,0.56,0.40727272727272723,0.3223880597014925,FeTrIL
All Exemplars,0.874074074074074,0.5631578947368421,0.45833333333333337,0.3936507936507936,FeTrIL
All Exemplars,0.7153846153846155,0.5902439024390244,0.37142857142857144,0.3529411764705882,FeTrIL
All Exemplars,0.8307692307692308,0.6944444444444444,0.46274509803921565,0.4317460317460317,FeTrIL
All Exemplars,0.8800000000000001,0.56,0.4862745098039215,0.3696969696969697,FeTrIL
All Exemplars,0.7181818181818183,0.4756756756756757,0.31923076923076926,0.26567164179104474,FeTrIL
All Exemplars,0.728,0.49499999999999994,0.4384615384615384,0.34029850746268653,FeTrIL
All Exemplars,0.9866666666666667,0.6487804878048781,0.618867924528302,0.4911764705882353,FeTrIL
All Exemplars,0.7769230769230769,0.48292682926829267,0.39999999999999997,0.346031746031746,FeTrIL
All Exemplars,0.8076923076923077,0.5894736842105263,0.39245283018867927,0.3809523809523808,FeTrIL
All Exemplars,0.9359999999999999,0.5900000000000001,0.3818181818181818,0.32835820895522383,FeTrIL
All Exemplars,0.7904761904761904,0.3888888888888889,0.3541666666666667,0.2793650793650793,FeTrIL
All Exemplars,0.76,0.5900000000000001,0.42745098039215684,0.457142857142857,FeTrIL
All Exemplars,0.9666666666666668,0.7512195121951221,0.6528301886792454,0.5441176470588236,FeTrIL
All Exemplars,0.8444444444444444,0.6263157894736842,0.44905660377358486,0.41587301587301584,FeTrIL
All Exemplars,0.4600000000000001,0.32,0.36078431372549014,0.36190476190476184,FeTrIL
All Exemplars,0.8666666666666666,0.5277777777777779,0.37254901960784315,0.3746031746031746,FeTrIL
All Exemplars,0.7259259259259261,0.5621621621621622,0.40384615384615385,0.31044776119402984,FeTrIL
All Exemplars,0.8399999999999999,0.5888888888888889,0.4916666666666667,0.3555555555555555,FeTrIL
All Exemplars,0.552,0.2611111111111111,0.19999999999999998,0.13968253968253963,DDGR
All Exemplars,0.8095238095238095,0.4111111111111111,0.27499999999999997,0.16190476190476183,DDGR
All Exemplars,0.3384615384615385,0.16585365853658535,0.12156862745098038,0.15757575757575756,DDGR
All Exemplars,0.6933333333333332,0.39111111111111113,0.27142857142857135,0.13235294117647053,DDGR
All Exemplars,0.7066666666666668,0.33777777777777773,0.15789473684210523,0.11470588235294113,DDGR
All Exemplars,0.48,0.2,0.09803921568627451,0.09206349206349203,DDGR
All Exemplars,0.74,0.3238095238095237,0.2385964912280701,0.1352941176470588,DDGR
All Exemplars,0.6933333333333334,0.40476190476190477,0.29999999999999993,0.20952380952380953,DDGR
All Exemplars,0.8454545454545455,0.4216216216216216,0.2541666666666666,0.18412698412698408,DDGR
All Exemplars,0.49230769230769234,0.1833333333333333,0.16078431372549015,0.16190476190476186,DDGR
All Exemplars,0.384,0.19999999999999996,0.11538461538461535,0.10149253731343277,DDGR
All Exemplars,0.3600000000000001,0.13,0.11636363636363631,0.10746268656716414,DDGR
All Exemplars,0.40740740740740744,0.21578947368421053,0.17916666666666667,0.13015873015873008,DDGR
All Exemplars,0.43076923076923074,0.20487804878048776,0.21428571428571425,0.14705882352941174,DDGR
All Exemplars,0.3692307692307692,0.28888888888888886,0.1803921568627451,0.0952380952380952,DDGR
All Exemplars,0.3600000000000001,0.175,0.196078431372549,0.05757575757575756,DDGR
All Exemplars,0.9,0.4972972972972974,0.3,0.14029850746268652,DDGR
