FeTrIL,DDGR,VAE - Filter,VAE - GMM
0.4699619771863118,0.253231939163498,0.4114068441064639,0.4136882129277566
0.4566433566433566,0.4384615384615385,0.3384615384615384,0.6314685314685315
0.4585774058577405,0.3958158995815899,0.4476987447698745,0.7138075313807531
0.5068702290076336,0.2587786259541984,0.298473282442748,0.5045801526717557
0.4798586572438162,0.2996466431095406,0.3992932862190813,0.6035335689045935
0.4131782945736433,0.3589147286821705,0.4906976744186046,0.5992248062015504
0.565546218487395,0.3487394957983192,0.5495798319327732,0.6630252100840337
0.5953125,0.3,0.375,0.52890625
0.6206896551724138,0.3264367816091953,0.4482758620689654,0.6275862068965516
0.3641221374045801,0.4854961832061068,0.5106870229007633,0.6198473282442748
0.5392996108949417,0.4863813229571985,0.469260700389105,0.6715953307392996
0.4711864406779661,0.5194915254237289,0.4771186440677966,0.7025423728813559
0.3330739299610895,0.3976653696498054,0.4809338521400778,0.690272373540856
0.6008403361344538,0.4218487394957983,0.473109243697479,0.6394957983193277
0.6649819494584838,0.4346570397111914,0.3646209386281588,0.6657039711191336
0.4044117647058823,0.4823529411764705,0.4529411764705882,0.6227941176470588
0.5306122448979591,0.3428571428571428,0.5077551020408164,0.6253061224489797
0.3664122137404579,0.5389312977099237,0.4717557251908396,0.6152671755725191
0.4344569288389513,0.3565543071161048,0.39625468164794,0.5895131086142322
0.4286792452830189,0.2928301886792452,0.5094339622641508,0.5577358490566038
0.4764705882352941,0.407563025210084,0.4218487394957982,0.5722689075630252
0.5395918367346939,0.4351020408163266,0.4391836734693878,0.5665306122448979
0.5860294117647058,0.3772058823529411,0.4448529411764705,0.5713235294117647
0.5921259842519685,0.3598425196850393,0.4881889763779526,0.5622047244094488
0.4303501945525291,0.445136186770428,0.5844357976653696,0.5859922178988326
0.4356363636363636,0.4327272727272727,0.5461818181818182,0.6981818181818182
0.4702290076335877,0.4488549618320611,0.4778625954198473,0.6038167938931298
0.5564885496183206,0.1961832061068701,0.2725190839694656,0.4603053435114503
0.4692015209125474,0.3072243346007604,0.4730038022813688,0.5596958174904942
0.360754716981132,0.4792452830188679,0.5426415094339623,0.7622641509433963
