Exemplar_Size,Method,Task 1,Task 2,Task 3
All Exemplars,FeTrIL,0.8947877010712306,0.5624438310919804,0.2404210526315789
All Exemplars,DDGR,0.8876955162248125,0.521677031336183,0.3814561403508771
All Exemplars,VAE_Adapt,0.8860825815104071,0.7483927292051519,0.5003333333333333
All Exemplars,VAE_BBox,0.8864464138293651,0.770844833806218,0.530578947368421
All Exemplars,VAE_Filter,0.8899369320475744,0.7690385196163643,0.5286140350877193
All Exemplars,VAE_GMM,0.8861710902959927,0.8385657622168138,0.6618245614035089
