FeTrIL,DDGR,VAE - BBox,TaskVAE,DAR
0.1764944275582573,0.1588652482269503,0.5947315096251267,0.5850050658561297,0.7217831813576494
0.3020089285714286,0.3352678571428571,0.5834821428571428,0.5714285714285714,0.7325892857142857
0.2083544303797468,0.3713924050632911,0.9162025316455696,0.8924050632911392,0.8227848101265822
0.1406286379511059,0.3403958090803259,0.649592549476135,0.7159487776484283,0.8677532013969731
0.279860302677532,0.2977881257275901,0.6083818393480792,0.6756693830034924,0.8647264260768337
0.242901554404145,0.2839378238341969,0.4321243523316062,0.4157512953367875,0.7687046632124354
0.364958283671037,0.2765196662693682,0.4960667461263409,0.4965435041716329,0.6698450536352801
0.2308788598574822,0.3104513064133016,0.5957244655581947,0.5859857482185273,0.7230403800475059
0.3390295358649788,0.2938818565400843,0.5685654008438819,0.5681434599156118,0.6668776371308016
0.1752786220871327,0.2559270516717325,0.5878419452887538,0.6287740628166161,0.7138804457953395
0.2955696202531644,0.2367088607594936,0.5776371308016877,0.589240506329114,0.6217299578059071
0.1774093264248704,0.3284974093264248,0.4441450777202072,0.435440414507772,0.7881865284974093
0.277142857142857,0.3233766233766234,0.7722077922077922,0.6922077922077923,0.7703896103896104
0.1944303797468354,0.3693670886075949,0.8483544303797469,0.8541772151898736,0.8210126582278481
0.2745694022289767,0.3582573454913881,0.5550151975683891,0.6040526849037487,0.7009118541033434
0.2347107438016528,0.3702479338842975,0.6444214876033059,0.6508264462809918,0.9115702479338844
0.26,0.2360465116279069,0.6595348837209303,0.6574418604651162,0.7744186046511629
0.2346636259977194,0.332497149372862,0.6834663625997719,0.7142531356898518,0.8278221208665906
0.1480637813211844,0.2715261958997721,0.5660592255125285,0.6464692482915717,0.7943052391799543
0.2040506329113924,0.2359493670886076,0.8569620253164556,0.8660759493670886,0.7939240506329114
0.1999999999999999,0.3919480519480519,0.6649350649350649,0.6877922077922077,0.7825974025974027
0.221900826446281,0.284297520661157,0.6367768595041323,0.5853305785123967,0.9334710743801654
0.300333704115684,0.2638487208008898,0.8333704115684093,0.8429365962180201,0.8460511679644049
0.2810362694300518,0.4159585492227979,0.4578238341968911,0.430880829015544,0.7558549222797928
0.1211845102505694,0.2904328018223234,0.6109339407744876,0.5790432801822323,0.7152619589977222
0.1356562137049942,0.3154471544715447,0.3902439024390244,0.4150987224157956,0.5581881533101044
0.2581527936145952,0.3140250855188141,0.6992018244013682,0.7733181299885976,0.8278221208665906
0.3377912867274569,0.2364741641337386,0.6480243161094226,0.5995947315096252,0.7562310030395137
0.2946511627906977,0.2641860465116278,0.7586046511627907,0.7451162790697674,0.8690697674418605
0.11875,0.3122767857142857,0.5689732142857143,0.625,0.7814732142857144
