dataset,scenario,person,method,vae_sampling,filter,iteration,exemplar_size,each_exemplar_time,whole_exemplar_time,each_task_time,whole_task_time
pamap,11111,2, ce_fetril,none, none,0,100,1.2216395529400972,7.329837317640583,0.1909887572750449,1.1459325436502694
pamap,11111,2, ce_fetril,none, none,0,235,1.2207072034167747,7.324243220500648,0.1893098947385119,1.1358593684310714
pamap,11111,2, ce_fetril,none, none,0,554,1.2061260674079812,7.2367564044478865,0.1873584256334989,1.1241505538009935
pamap,11111,2, ce_fetril,none, none,0,1303,1.2017432152811025,7.210459291686615,0.1869708149590425,1.1218248897542555
pamap,11111,2, ce_fetril,none, none,0,255,1.194932003132999,7.169592018797994,0.1862900577775305,1.1177403466651836
pamap,11111,2, ce_ddgr,none, none,0,100,51.71862834443649,310.3117700666189,69.86388730419176,419.1833238251508
pamap,11111,2, ce_ddgr,none, none,0,235,51.55906370371165,309.35438222227,69.64771880769273,417.8863128461565
pamap,11111,2, ce_ddgr,none, none,0,554,50.87552248445096,305.2531349067059,68.97304678295082,413.838280697705
pamap,11111,2, ce_ddgr,none, none,0,1303,50.60520910416833,303.63125462501,68.7223852833526,412.3343117001156
pamap,11111,2, ce_ddgr,none, none,0,255,50.6826767593498,304.0960605560988,68.83754860305535,413.0252916183323
pamap,11111,2, ce_vae,boundary_box, none,0,100,7.168646545728875,43.01187927437325,6.609271153662768,39.655626921976605
pamap,11111,2, ce_vae,boundary_box, none,0,235,7.262445361446589,43.574672168679534,6.685846559310127,40.11507935586075
pamap,11111,2, ce_vae,boundary_box, none,0,554,7.23186037817763,43.39116226906578,6.663111969000766,39.97867181400458
pamap,11111,2, ce_vae,boundary_box, none,0,1303,7.195623240749247,43.17373944449549,6.6364222619630855,39.81853357177849
pamap,11111,2, ce_vae,boundary_box, none,0,255,7.152193989683354,42.91316393810014,6.587908660450746,39.52745196270446
pamap,11111,2, ce_vae,boundary_box, probability,0,100,7.107853458159499,42.647120748957,6.5027577061827,39.01654623709619
pamap,11111,2, ce_vae,boundary_box, probability,0,235,7.203254566527902,43.21952739916742,6.606793916018474,39.64076349611084
pamap,11111,2, ce_vae,boundary_box, probability,0,554,7.207000871637351,43.24200522982412,6.608838313410957,39.65302988046573
pamap,11111,2, ce_vae,boundary_box, probability,0,1303,7.236002383945093,43.41601430367057,6.639682369881005,39.83809421928599
pamap,11111,2, ce_vae,boundary_box, probability,0,255,7.219325411986141,43.31595247191687,6.625883865575828,39.75530319345494
pamap,11111,2, ce_vae,gmm, none,0,100,7.544796817459993,45.26878090475997,6.222386969274115,37.3343218156447
pamap,11111,2, ce_vae,gmm, none,0,235,7.578820684231404,45.47292410538842,6.264626175734318,37.58775705440591
pamap,11111,2, ce_vae,gmm, none,0,554,7.618687817840662,45.71212690704399,6.3063428156077865,37.83805689364672
pamap,11111,2, ce_vae,gmm, none,0,1303,7.641513560220806,45.84908136132484,6.332735561393205,37.99641336835921
pamap,11111,2, ce_vae,gmm, none,0,255,7.618434747167758,45.71060848300656,6.31115650551187,37.8669390330712
