method,exemplar_size,each_exemplar_time,whole_exemplar_time,each_task_time,whole_task_time,total_time
VAE_Adapt,100,3.991939915259264,19.959699576296327,31.629359146315856,158.1467957315793,178.1064953078756
VAE_BBox,100,3.9855999427864126,19.92799971393206,32.937274161440726,164.68637080720356,184.6143705211356
VAE_Filter,100,4.023068478811284,20.11534239405642,33.2148843283121,166.0744216415605,186.18976403561692
VAE_GMM,100,4.235083194774141,21.175415973870706,38.806853269106156,194.03426634553074,215.20968231940145
VAE_Adapt,394,3.991939915259264,19.959699576296327,31.629359146315856,158.1467957315793,178.1064953078756
VAE_BBox,394,3.9855999427864126,19.92799971393206,32.937274161440726,164.68637080720356,184.6143705211356
VAE_Filter,394,4.023068478811284,20.11534239405642,33.2148843283121,166.0744216415605,186.18976403561692
VAE_GMM,394,4.235083194774141,21.175415973870706,38.806853269106156,194.03426634553074,215.20968231940145
VAE_Adapt,1550,3.991939915259264,19.959699576296327,31.629359146315856,158.1467957315793,178.1064953078756
VAE_BBox,1550,3.9855999427864126,19.92799971393206,32.937274161440726,164.68637080720356,184.6143705211356
VAE_Filter,1550,4.023068478811284,20.11534239405642,33.2148843283121,166.0744216415605,186.18976403561692
VAE_GMM,1550,4.235083194774141,21.175415973870706,38.806853269106156,194.03426634553074,215.20968231940145
VAE_Adapt,6100,3.991939915259264,19.959699576296327,31.629359146315856,158.1467957315793,178.1064953078756
VAE_BBox,6100,3.9855999427864126,19.92799971393206,32.937274161440726,164.68637080720356,184.6143705211356
VAE_Filter,6100,4.023068478811284,20.11534239405642,33.2148843283121,166.0744216415605,186.18976403561692
VAE_GMM,6100,4.235083194774141,21.175415973870706,38.806853269106156,194.03426634553074,215.20968231940145
VAE_Adapt,215,3.991939915259264,19.959699576296327,31.629359146315856,158.1467957315793,178.1064953078756
VAE_BBox,215,3.9855999427864126,19.92799971393206,32.937274161440726,164.68637080720356,184.6143705211356
VAE_Filter,215,4.023068478811284,20.11534239405642,33.2148843283121,166.0744216415605,186.18976403561692
VAE_GMM,215,4.235083194774141,21.175415973870706,38.806853269106156,194.03426634553074,215.20968231940145
EWC_Replay,100,2.9998035707076394,14.999017853538195,0.08255092880626516,0.41275464403132595,15.41177249756952
EWC_Replay,215,3.1585655252635476,15.79282762631774,0.09350958231588198,0.4675479115794102,16.26037553789715
EWC_Replay,394,3.199987062116464,15.99993531058232,0.10496447740991903,0.5248223870495956,16.524757697631916
EWC_Replay,1550,3.7000311070746834,18.500155535373423,0.1709838675840033,0.8549193379200167,19.35507487329344
EWC_Replay,6100,4.53049941037471,22.652497051873556,0.2289699256829917,1.1448496284149587,23.797346680288516
LUCIR,100,5.549146363640825,27.745731818204128,2.0900391289393108,10.450195644696553,38.195927462900684
LUCIR,215,7.441896428783734,37.20948214391867,2.305341504439711,11.526707522198558,48.73618966611723
LUCIR,394,5.5675270175834495,27.83763508791725,2.540844103634358,12.704220518171786,40.54185560608904
LUCIR,1550,6.219850435338086,31.09925217669043,4.759735937646694,23.79867968823347,54.897931864923905
LUCIR,6100,7.622461063584934,38.11230531792467,8.636376863339294,43.18188431669647,81.29418963462115
Random,100,1.7985950493216514,8.992975246608257,0.08930803731580572,0.4465401865790287,9.439515433187285
Random,215,1.9155791175017758,9.577895587508877,0.09225390621523058,0.4612695310761531,10.03916511858503
Random,394,1.8968019099434215,9.48400954971711,0.10795734599481022,0.5397867299740513,10.023796279691162
Random,1550,2.1525095865411887,10.762547932705946,0.174078557199902,0.87039278599951,11.632940718705456
Random,6100,2.579036807933201,12.89518403966601,0.2316856782088677,1.1584283910443385,14.053612430710348
iCaRL,100,3.1645840803583467,15.82292040179173,2.16842946339647,10.842147316982349,26.66506771877408
iCaRL,215,5.3894123620241885,26.947061810120942,2.381620985135436,11.908104925677181,38.85516673579812
iCaRL,394,3.2165287227183583,16.08264361359179,2.6316670976604026,13.158335488302011,29.240979101893803
iCaRL,1550,3.6389528452207642,18.19476422610382,4.870090301838187,24.35045150919093,42.54521573529475
iCaRL,6100,4.5596467991955585,22.79823399597779,8.76112059036394,43.805602951819694,66.60383694779748
