FeTrIL,DDGR,VAE - Filter,VAE - GMM
0.2556097560975609,0.0809756097560975,0.5678048780487805,0.5453658536585366
0.2237623762376237,0.1405940594059405,0.5168316831683168,0.7643564356435645
0.4741573033707865,0.2146067415730336,0.8426966292134832,0.8033707865168539
0.1843902439024389,0.1756097560975609,0.375609756097561,0.6458536585365853
0.2647887323943662,0.1173708920187793,0.4563380281690141,0.6309859154929578
0.3774193548387096,0.1881720430107526,0.7129032258064516,0.7268817204301075
0.3533333333333333,0.0855555555555555,0.4622222222222222,0.5177777777777778
0.2884210526315789,0.0978947368421052,0.2757894736842105,0.5463157894736843
0.2960396039603959,0.0663366336633663,0.2178217821782178,0.6029702970297031
0.3170454545454545,0.1295454545454545,0.6761363636363636,0.7125
0.244776119402985,0.1771144278606965,0.2666666666666666,0.574129353233831
0.1862068965517241,0.2356321839080459,0.4747126436781609,0.7770114942528735
0.2574712643678161,0.2425287356321839,0.6310344827586208,0.671264367816092
0.2605769230769231,0.2653846153846153,0.5240384615384616,0.7576923076923078
0.4055813953488372,0.0948837209302324,0.5209302325581395,0.7581395348837209
0.2957894736842105,0.171578947368421,0.671578947368421,0.7705263157894737
0.4104046242774566,0.1583815028901734,0.438150289017341,0.7676300578034682
0.258695652173913,0.2934782608695652,0.5619565217391304,0.8239130434782609
0.2670270270270271,0.1091891891891891,0.6789189189189189,0.7394594594594593
0.3241025641025641,0.1158974358974358,0.5917948717948718,0.6779487179487178
0.2764044943820224,0.1775280898876404,0.5640449438202249,0.7550561797752808
0.351063829787234,0.1957446808510637,0.4563829787234041,0.6436170212765957
0.2584474885844748,0.1178082191780821,0.3461187214611872,0.5123287671232877
0.3044776119402985,0.1014925373134328,0.5611940298507463,0.4855721393034826
0.292063492063492,0.1037037037037036,0.6169312169312169,0.6148148148148148
0.3707317073170732,0.1356097560975609,0.5121951219512194,0.7931707317073171
0.2827956989247311,0.1139784946236558,0.596774193548387,0.589247311827957
0.3112195121951219,0.1307317073170731,0.5639024390243903,0.8048780487804879
0.303030303030303,0.1131313131313131,0.3919191919191919,0.5575757575757576
0.2599999999999999,0.1288888888888888,0.4266666666666666,0.8122222222222222
