Exemplar_Size,Method,Task 2,Task 3
All Exemplars,FeTrIL,0.5002247855498613,0.4377140560375503
All Exemplars,DDGR,0.9620906746869321,0.9728497818017805
All Exemplars,VAE_Adapt,0.9723009209498942,0.9757141074304315
All Exemplars,VAE_BBox,0.9696393732524358,0.9749994691354711
All Exemplars,VAE_Filter,0.9673576320473695,0.9767177145910692
All Exemplars,VAE_GMM,0.9768565670160889,0.9818731851103315
