FeTrIL,DDGR,VAE_Adapt,VAE - Filter,VAE - GMM
0.4511627906976743,0.9860465116279068,0.9767441860465116,0.9767441860465116,0.9953488372093025
0.5380952380952381,1.0,1.0,1.0,1.0
0.375,0.89,0.9549999999999998,0.98,0.94
0.1435897435897435,0.7948717948717949,0.9282051282051282,0.917948717948718,0.9384615384615388
0.2205128205128204,0.8666666666666668,0.9384615384615383,0.9384615384615388,0.9282051282051282
0.2780487804878048,0.9658536585365852,1.0,1.0,0.9853658536585366
0.3837837837837837,0.9513513513513516,0.9945945945945944,0.9891891891891892,0.9891891891891892
0.3692307692307691,0.9384615384615383,0.9384615384615383,0.9641025641025642,0.9641025641025642
0.2829268292682926,0.9853658536585366,0.980487804878049,0.980487804878049,0.980487804878049
0.3720930232558139,0.9860465116279068,0.9813953488372092,0.9813953488372092,0.9813953488372092
0.3414634146341463,0.9853658536585368,0.9853658536585368,0.980487804878049,0.9853658536585366
0.2829268292682926,0.9121951219512195,0.9951219512195122,0.9951219512195122,0.9951219512195122
0.4947368421052632,0.9947368421052633,0.9947368421052633,0.9789473684210528,0.9894736842105264
0.195,0.905,0.98,0.98,0.975
0.4651162790697675,0.9953488372093025,0.9860465116279068,0.9813953488372092,0.9767441860465116
0.3581395348837209,0.8930232558139535,0.9767441860465116,0.9813953488372092,0.9674418604651164
0.3857142857142856,0.9904761904761904,0.9761904761904764,0.980952380952381,0.9761904761904764
0.3142857142857141,0.9428571428571428,0.9714285714285716,1.0,0.9857142857142858
0.2666666666666666,0.8871794871794872,0.9794871794871796,0.9846153846153848,0.953846153846154
0.21,0.885,0.96,0.98,0.98
0.4736842105263158,1.0,0.9947368421052633,0.9842105263157896,0.9947368421052633
0.3581395348837209,0.8883720930232558,0.9860465116279068,0.9767441860465116,0.9767441860465116
0.4045454545454546,0.9863636363636366,0.9863636363636366,0.981818181818182,0.9818181818181818
0.2585365853658536,0.9073170731707316,1.0,0.9853658536585366,0.9853658536585368
0.3333333333333332,0.8564102564102564,0.9589743589743592,0.9589743589743592,0.8923076923076924
0.5076923076923077,0.9794871794871796,0.9743589743589745,0.9794871794871796,0.9948717948717948
0.2333333333333332,0.9285714285714286,1.0,1.0,0.9904761904761904
0.3441860465116279,0.9860465116279068,0.9860465116279068,0.9860465116279068,0.9860465116279068
0.4095238095238095,0.9714285714285718,0.9857142857142858,0.9714285714285716,0.9857142857142858
0.5,1.0,0.9952380952380953,1.0,1.0
