FeTrIL,DDGR,VAE - Filter,VAE - GMM
0.8882051282051281,0.5246153846153845,0.801025641025641,0.9046153846153846
0.8743589743589745,0.6523076923076924,0.8630769230769231,0.9507692307692308
0.9651260504201682,0.5079831932773109,0.8281512605042017,0.9264705882352942
0.4712933753943217,0.3028391167192429,0.8088328075709781,0.9829652996845428
0.8320557491289199,0.2076655052264808,0.8076655052264808,0.9700348432055752
0.8928571428571429,0.5418367346938775,0.7372448979591837,0.8760204081632654
0.8617543859649123,0.5607017543859649,0.7396491228070176,0.9319298245614036
0.4863387978142076,0.2825136612021858,0.6967213114754098,0.8874316939890712
0.4494623655913978,0.4150537634408602,0.785663082437276,0.9232974910394264
0.889058524173028,0.610178117048346,0.739440203562341,0.910941475826972
0.8955128205128207,0.230128205128205,0.798076923076923,0.9346153846153846
0.8738693467336685,0.4989949748743719,0.8994974874371859,0.8085427135678392
0.6323287671232876,0.2202739726027397,0.8021917808219179,0.9490410958904107
0.9175257731958762,0.4078350515463917,0.7802061855670104,0.9645360824742268
0.5564102564102564,0.5160256410256411,0.8397435897435898,0.946794871794872
0.8746331236897275,0.5840670859538784,0.7161425576519915,0.9345911949685536
0.8092391304347828,0.413586956521739,0.7173913043478262,0.9494565217391304
0.9331670822942644,0.311221945137157,0.5835411471321695,0.9266832917705736
0.834069400630915,0.2132492113564668,0.8744479495268138,0.97602523659306
0.85,0.3871681415929203,0.6663716814159292,0.9353982300884954
0.7628415300546447,0.4530054644808743,0.8846994535519126,0.8994535519125681
0.6158730158730158,0.3631746031746031,0.8488888888888889,0.9568253968253968
0.8687022900763358,0.2468193384223918,0.8386768447837151,0.912468193384224
0.640764331210191,0.467515923566879,0.915923566878981,0.8751592356687897
0.6227129337539432,0.3615141955835962,0.8593059936908517,0.9798107255520504
0.9443708609271524,0.5253863134657837,0.7969094922737308,0.9558498896247242
0.654140127388535,0.1452229299363057,0.6458598726114652,0.9089171974522294
0.851530612244898,0.4040816326530612,0.7576530612244898,0.9107142857142856
0.8546448087431694,0.3841530054644808,0.678688524590164,0.96448087431694
0.8887052341597798,0.4490358126721762,0.8016528925619836,0.9294765840220386
